Intermediate Zone - Data Zone 2011,All occupied household spaces,One person,Two people,Three people,Four people,Five people,Six people,Seven people,Eight or more people
S01007866,210,36,83,52,34,4,4,0,0
S01007867,612,127,213,127,106,30,4,3,0
S01007868,364,78,200,43,31,9,2,2,0
S01007869,362,77,140,63,65,14,6,1,0
S01007870,136,38,50,28,14,5,1,0,0
S01007871,272,88,88,39,28,15,10,0,0
S01007872,318,131,99,55,27,10,2,1,0
S01007873,283,112,105,35,26,4,1,0,0
S01007874,360,159,132,38,27,2,2,0,0
S01007875,329,101,123,60,41,10,4,0,0
S01007876,392,127,142,54,45,19,1,0,1
S01007877,338,122,125,46,31,8,3,2,0
S01007878,192,86,59,21,20,8,0,0,0
S01007879,341,95,118,71,44,10,1,0,0
S01007880,245,86,98,40,17,3,0,0,0
S01007881,250,96,78,41,21,11,5,0,0
S01007882,288,54,126,48,43,13,4,0,0
S01007883,466,159,169,76,51,10,0,0,1
S01007884,276,78,110,58,23,5,2,0,0
S01007885,338,147,101,49,31,6,0,4,0
S01007886,432,200,133,53,31,14,0,3,0
S01007887,253,76,95,35,35,5,3,0,1
S01007888,464,170,148,75,45,21,8,0,0
S01007889,234,107,80,28,18,0,0,1,0
S01007890,301,96,106,44,37,13,4,0,0
S01007891,431,158,135,69,41,21,5,0,0
S01007892,342,141,128,40,23,9,1,0,0
S01007893,432,137,174,64,47,7,5,0,0
S01007894,384,108,150,61,53,9,0,1,0
S01007895,250,69,98,32,41,8,2,0,0
S01007896,345,144,111,52,31,6,1,0,0
S01007897,157,44,54,29,21,5,3,0,0
S01007898,192,51,81,20,33,3,0,1,0
S01007899,243,58,91,46,36,8,2,5,0
S01007900,243,70,78,44,33,15,1,1,0
S01007901,291,116,90,45,33,10,2,0,0
S01007902,361,126,118,63,38,9,7,0,0
S01007903,292,120,125,31,15,1,1,0,0
S01007904,330,76,157,57,28,15,0,2,0
S01007905,302,123,96,47,29,6,2,0,1
S01007906,343,157,129,37,18,0,1,0,0
S01007907,252,91,87,28,27,13,3,0,0
S01007908,422,151,160,63,37,9,0,0,0
S01007909,250,80,79,53,27,7,2,0,0
S01007910,376,106,116,72,60,16,5,1,0
S01007911,290,91,98,49,38,12,2,0,0
S01007912,311,98,107,44,42,15,3,0,0
S01007913,311,149,95,35,28,4,0,0,0
S01007914,257,99,82,47,18,8,4,0,1
S01007915,362,144,111,51,39,12,0,0,1
S01007916,371,174,111,40,34,11,1,2,1
S01007917,378,147,134,62,32,2,0,0,0
S01007918,393,167,119,66,29,7,4,0,2
S01007919,326,73,137,51,44,18,4,0,0
S01007920,303,75,123,50,35,11,8,3,0
S01007921,398,157,132,61,37,5,4,2,0
S01007922,368,147,125,52,29,16,2,3,0
S01007923,453,149,182,49,47,18,4,0,4
S01007924,460,166,117,95,54,22,3,4,1
S01007925,186,35,88,25,24,8,4,0,0
S01007926,175,32,83,26,28,8,2,0,0
S01007927,315,72,121,52,39,24,5,0,1
S01007928,437,153,160,64,47,15,1,0,0
S01007929,770,130,285,153,145,45,6,1,2
S01007930,196,36,91,30,25,11,2,1,0
S01007931,481,144,165,82,73,12,3,0,3
S01007932,379,108,166,45,43,10,3,0,0
S01007933,319,74,106,83,30,12,8,1,1
S01007934,280,91,87,56,38,6,2,0,0
S01007935,401,225,110,38,21,9,0,1,0
S01007936,390,91,144,65,74,14,2,0,0
S01007937,490,134,190,94,61,15,1,0,1
S01007938,364,156,121,40,40,9,0,0,0
S01007939,362,122,113,64,41,16,6,0,0
S01007940,495,183,186,64,43,21,3,4,0
S01007941,266,57,127,39,26,10,4,0,0
S01007942,213,65,46,32,46,22,0,0,2
S01007943,321,123,123,41,21,7,3,0,0
S01007944,375,143,151,41,30,6,0,0,0
S01007945,379,172,132,44,21,11,1,1,0
S01007946,288,128,94,29,31,6,1,1,1
S01007947,318,101,135,37,33,9,2,0,0
S01007948,281,104,103,37,24,10,4,1,0
S01007949,309,111,127,40,24,8,0,0,0
S01007950,390,109,153,58,56,11,3,0,0
S01007951,407,135,146,63,47,13,3,0,0
S01007952,339,164,115,40,13,6,1,0,0
S01007953,392,131,132,67,45,12,5,0,0
S01007954,296,102,90,53,31,16,4,1,0
S01007955,324,90,114,58,39,12,3,1,5
S01007956,297,98,93,50,46,8,2,0,0
S01007957,547,276,172,58,30,10,2,0,0
S01007958,268,134,87,23,18,5,1,0,0
S01007959,351,148,136,41,23,2,2,0,0
S01007960,295,103,106,42,30,13,1,0,0
S01007961,339,83,163,43,26,18,6,0,0
S01007962,252,90,82,29,35,10,5,1,0
S01007963,435,149,123,72,64,17,7,7,2
S01007964,356,123,126,58,31,17,5,0,0
S01007965,236,95,72,39,24,3,1,1,0
S01007966,435,140,144,66,51,25,6,3,1
S01007967,232,69,81,43,23,9,0,0,2
S01007968,393,116,156,54,45,12,0,4,0
S01007969,370,141,114,68,35,7,3,0,0
S01007970,469,174,142,80,49,17,1,6,2
S01007971,461,217,140,43,39,15,1,1,1
S01007972,377,134,134,63,37,4,0,2,0
S01007973,357,95,168,53,33,5,0,0,0
S01007974,360,193,101,44,18,2,2,0,0
S01007975,367,168,118,45,31,3,2,0,0
S01007976,432,287,108,27,10,2,1,0,0
S01007977,259,89,96,41,25,7,1,0,0
S01007978,405,273,99,24,9,2,0,0,0
S01007979,405,132,146,51,60,14,5,2,0
S01007980,300,127,89,47,26,10,1,0,0
S01007981,248,74,114,29,24,6,1,0,0
S01007982,213,63,89,33,21,7,0,0,0
S01007983,439,208,125,60,36,7,2,0,0
S01007984,326,127,97,56,36,6,5,0,0
S01007985,381,103,139,76,48,8,1,0,0
S01007986,247,68,99,50,25,8,0,0,0
S01007987,324,93,126,57,37,9,2,0,0
S01007988,301,92,117,51,35,8,0,1,0
S01007989,362,98,117,90,52,8,5,0,0
S01007990,290,72,110,50,36,11,1,7,0
S01007991,426,72,157,96,81,15,1,1,0
S01007992,224,44,73,52,40,11,3,1,0
S01007993,328,76,160,45,36,5,0,0,1
S01007994,297,35,91,62,78,24,7,1,0
S01007995,314,54,119,61,66,11,3,0,0
S01007996,143,37,61,14,21,9,1,0,0
S01007997,351,89,161,43,40,13,4,2,0
S01007998,229,71,91,27,34,5,0,0,1
S01007999,310,129,78,53,40,11,0,0,0
S01008000,398,145,132,66,41,9,3,0,0
S01008001,441,201,106,59,51,19,3,1,0
S01008002,356,154,89,59,42,11,2,0,0
S01008003,252,87,66,44,42,10,3,0,0
S01008004,240,42,79,55,55,12,0,1,0
S01008005,300,65,96,72,48,11,7,3,0
S01008006,252,89,73,43,35,10,3,0,0
S01008007,247,125,74,28,11,13,0,0,0
S01008008,298,112,90,48,34,15,3,0,0
S01008009,444,204,114,54,51,14,4,2,2
S01008010,475,202,161,63,28,16,5,0,0
S01008011,381,275,73,19,8,4,1,0,0
S01008012,514,363,94,37,15,5,0,0,0
S01008013,349,219,84,19,18,3,0,0,0
S01008014,260,120,100,23,10,5,2,0,0
S01008015,532,291,143,56,33,5,3,1,0
S01008016,425,226,110,52,37,2,1,0,0
S01008017,379,91,170,58,46,12,1,2,0
S01008018,311,122,141,19,19,4,0,0,0
S01008019,242,71,99,31,36,4,1,0,0
S01008020,375,140,122,54,37,17,4,2,0
S01008021,304,116,111,36,29,5,3,2,0
S01008022,331,76,117,54,58,23,3,0,0
S01008023,227,31,81,60,50,6,0,0,0
S01008024,395,47,102,93,129,19,3,0,1
S01008025,275,82,133,38,18,3,0,0,0
S01008026,461,176,170,62,38,10,5,0,0
S01008027,239,74,85,36,37,7,1,1,0
S01008028,243,62,87,45,40,10,2,0,0
S01008029,851,153,308,165,169,43,8,4,2
S01008030,478,164,201,62,39,10,2,0,1
S01008031,363,147,123,45,28,9,4,2,1
S01008032,381,121,145,48,52,11,2,0,0
S01008033,264,37,86,53,76,15,1,0,0
S01008034,259,51,87,50,61,10,4,0,0
S01008035,280,98,114,34,25,9,0,0,0
S01008036,246,49,95,40,55,7,0,0,0
S01008037,437,164,124,68,53,17,9,2,0
S01008038,349,92,107,74,54,21,1,0,0
S01008039,357,123,107,62,60,5,2,0,0
S01008040,367,99,137,61,56,11,4,0,0
S01008041,351,154,109,34,45,6,0,0,0
S01008042,285,92,114,41,31,3,1,0,0
S01008043,406,86,144,78,75,20,1,0,0
S01008044,430,149,166,54,50,9,2,0,0
S01008045,518,165,165,82,74,24,6,2,0
S01008046,564,377,126,26,26,6,0,0,0
S01008047,288,84,118,44,33,9,0,0,0
S01008048,242,58,97,32,40,14,1,0,0
S01008049,355,90,132,61,51,13,6,0,0
S01008050,242,53,90,31,57,12,4,0,1
S01008051,331,76,97,60,82,14,2,0,0
S01008052,633,135,221,119,132,25,4,0,0
S01008053,257,65,94,47,38,11,1,0,0
S01008054,365,141,132,31,40,16,1,0,0
S01008055,410,56,151,74,106,22,1,0,0
S01008056,355,122,107,46,57,20,4,0,1
S01008057,392,127,111,58,75,16,3,0,0
S01008058,307,46,107,64,63,26,5,0,0
S01008059,257,54,99,45,41,12,3,0,0
S01008060,275,53,109,52,45,15,1,0,0
S01008061,443,129,102,78,117,15,1,0,0
S01008062,367,107,124,61,51,12,3,0,0
S01008063,376,95,121,66,73,18,0,1,0
S01008064,295,99,95,51,29,20,1,1,1
S01008065,353,58,137,55,80,23,3,1,0
S01008066,326,38,141,46,84,18,4,0,0
S01008067,301,69,111,55,43,15,3,0,0
S01008068,418,102,153,82,66,11,4,0,0
S01008069,374,98,131,66,63,12,2,0,0
S01008070,383,92,155,71,52,12,1,0,0
S01008071,290,57,113,58,47,13,2,0,0
S01008072,364,154,118,45,33,11,3,1,0
S01008073,174,31,80,25,33,4,2,0,0
S01008074,375,61,141,74,81,14,4,0,0
S01008075,244,49,99,47,39,8,2,0,0
S01008076,305,117,126,27,31,3,0,0,2
S01008077,353,97,129,52,50,22,6,0,0
S01008078,360,96,111,59,70,16,6,0,0
S01008079,339,65,156,47,52,17,2,0,0
S01008080,276,60,98,52,39,17,3,1,2
S01008081,238,58,80,40,46,11,0,1,1
S01008082,330,85,121,49,56,11,3,1,0
S01008083,289,44,105,43,73,15,4,2,3
S01008084,386,88,149,73,61,12,0,0,0
S01008085,341,60,139,58,67,18,2,0,0
S01008086,439,108,167,72,67,21,3,0,0
S01008087,329,86,105,55,60,14,3,0,3
S01008088,399,139,142,50,64,5,1,0,0
S01008089,294,57,101,58,58,19,3,2,0
S01008090,303,83,104,50,54,7,2,0,0
S01008091,144,27,60,24,25,8,1,0,0
S01008092,368,99,139,53,60,12,3,2,0
S01008093,301,83,99,56,52,11,2,0,0
S01008094,332,74,111,57,68,17,8,0,0
S01008095,328,112,119,55,33,11,1,0,1
S01008096,335,93,129,48,47,15,2,2,0
S01008097,286,109,96,35,31,11,0,0,0
S01008098,302,67,118,55,50,12,0,0,0
S01008099,201,52,74,30,32,15,0,0,0
S01008100,404,139,153,45,44,19,1,1,1
S01008101,396,183,103,48,42,17,4,0,1
S01008102,277,90,93,46,31,11,3,2,0
S01008103,451,227,135,56,26,7,0,0,0
S01008104,422,146,155,65,39,10,5,0,0
S01008105,490,224,128,81,44,13,0,0,0
S01008106,414,174,114,64,48,13,4,1,0
S01008107,483,63,93,83,168,61,10,0,0
S01008108,293,44,94,64,62,23,0,0,0
S01008109,333,73,128,66,46,17,4,0,0
S01008110,320,77,103,63,59,14,1,1,0
S01008111,352,120,110,59,47,16,0,0,0
S01008112,328,72,133,55,50,16,1,0,0
S01008113,409,128,139,67,59,12,7,1,0
S01008114,259,53,95,49,54,5,0,0,0
S01008115,383,111,123,78,53,13,2,0,0
S01008116,348,82,115,66,65,17,1,0,0
S01008117,336,91,127,62,41,13,3,0,0
S01008118,369,86,125,78,60,16,4,4,1
S01008119,254,81,78,51,24,15,4,0,0
S01008120,289,103,93,46,35,10,1,0,0
S01008121,263,43,124,42,47,7,0,0,0
S01008122,266,45,107,33,61,15,4,1,0
S01008123,394,98,142,69,71,10,4,0,0
S01008124,344,81,127,56,72,7,1,2,0
S01008125,351,95,137,54,47,16,2,0,0
S01008126,301,62,125,54,48,11,0,0,0
S01008127,290,43,91,56,75,19,6,0,0
S01008128,345,83,160,48,45,8,1,0,0
S01008129,406,173,118,57,46,10,3,0,0
S01008130,466,220,146,56,30,8,5,1,0
S01008131,412,208,115,58,22,8,0,2,1
S01008132,470,119,166,80,85,10,6,4,0
S01008133,324,167,96,27,24,6,3,1,0
S01008134,337,190,88,33,18,8,0,0,0
S01008135,625,237,193,81,83,19,7,0,2
S01008136,413,211,110,47,33,10,2,0,0
S01008137,426,184,127,50,40,17,3,1,0
S01008138,380,157,113,39,48,20,6,1,0
S01008139,523,196,158,86,58,21,3,0,2
S01008140,242,91,83,35,22,9,2,0,0
S01008141,312,86,119,62,39,8,2,0,0
S01008142,293,47,138,52,47,11,2,0,0
S01008143,451,180,130,62,60,16,5,0,0
S01008144,1234,240,352,219,310,99,9,0,1
S01008145,434,158,139,60,48,19,4,4,0
S01008146,248,80,87,39,31,6,3,2,0
S01008147,332,125,113,49,36,8,1,2,1
S01008148,333,124,121,39,43,4,2,0,0
S01008149,312,106,103,60,33,5,5,0,0
S01008150,417,183,115,64,37,11,5,0,0
S01008151,287,106,98,37,33,8,6,0,1
S01008152,453,190,150,59,40,14,0,0,0
S01008153,284,60,120,50,44,9,1,0,0
S01008154,423,142,157,66,41,16,1,0,0
S01008155,277,85,112,45,28,7,0,1,0
S01008156,335,118,108,61,34,4,5,2,0
S01008157,387,128,129,59,55,13,1,0,0
S01008158,286,81,124,47,26,7,1,0,0
S01008159,443,201,130,52,47,12,0,1,3
S01008160,386,139,114,59,47,20,3,3,1
S01008161,433,111,159,79,68,17,5,2,0
S01008162,437,132,152,72,58,18,0,3,1
S01008163,352,98,125,64,34,24,4,4,2
S01008164,366,119,117,74,42,9,2,0,3
S01008165,871,139,310,184,185,44,10,0,0
S01008166,231,68,81,38,29,9,4,0,0
S01008167,304,83,100,49,45,18,4,2,2
S01008168,349,90,152,58,32,15,1,0,3
S01008169,378,101,134,72,50,20,2,0,0
S01008170,237,46,103,41,37,7,3,0,0
S01008171,399,165,148,49,23,8,7,0,0
S01008172,259,87,92,43,27,4,4,0,0
S01008173,262,68,95,55,34,9,3,0,0
S01008174,226,74,94,32,25,4,0,0,0
S01008175,369,165,112,50,32,9,7,0,0
S01008176,400,146,153,52,35,11,0,0,0
S01008177,371,167,100,47,40,11,2,1,0
S01008178,278,98,115,36,22,3,3,0,0
S01008179,172,35,64,35,34,4,0,0,0
S01008180,169,26,69,36,27,4,0,0,0
S01008181,273,72,121,36,33,5,1,2,0
S01008182,550,305,176,35,24,3,4,0,0
S01008183,289,96,105,39,40,6,3,0,0
S01008184,486,291,127,30,24,5,4,1,0
S01008185,537,281,161,58,28,7,2,0,0
S01008186,370,182,118,39,23,8,2,0,0
S01008187,348,169,92,43,30,15,3,0,0
S01008188,486,239,138,53,39,12,5,0,0
S01008189,210,78,85,21,21,5,0,0,0
S01008190,363,107,117,46,57,18,13,3,0
S01008191,362,90,130,57,69,13,1,0,2
S01008192,436,184,144,45,41,14,4,2,0
S01008193,344,102,110,64,47,18,0,4,0
S01008194,275,53,109,57,41,11,1,3,0
S01008195,334,110,109,58,43,14,0,0,0
S01008196,376,108,109,69,53,27,4,0,5
S01008197,551,114,180,108,111,34,4,1,2
S01008198,302,74,120,39,41,20,5,3,0
S01008199,305,77,94,66,41,27,0,0,0
S01008200,303,131,94,35,21,14,1,0,2
S01008201,354,125,124,52,34,9,5,3,2
S01008202,254,93,89,35,23,6,0,0,0
S01008203,314,153,99,30,23,9,5,0,0
S01008204,468,219,156,47,28,12,1,4,0
S01008205,293,69,122,52,31,12,7,0,0
S01008206,302,96,90,52,41,18,4,0,2
S01008207,248,64,81,51,36,11,3,0,0
S01008208,362,97,120,67,57,15,5,0,1
S01008209,170,33,52,34,33,14,3,0,0
S01008210,393,131,149,60,39,11,4,2,0
S01008211,441,178,151,61,49,4,0,0,1
S01008212,212,42,77,36,51,6,0,0,0
S01008213,372,87,148,52,65,20,3,0,0
S01008214,349,135,119,49,34,12,0,0,0
S01008215,321,132,112,40,30,7,1,1,0
S01008216,201,47,89,36,22,4,0,0,0
S01008217,231,50,100,29,40,11,0,0,0
S01008218,937,150,344,188,203,43,8,0,1
S01008219,415,145,146,66,37,10,1,3,0
S01008220,230,47,58,45,34,26,10,4,0
S01008221,362,112,112,72,37,18,9,1,0
S01008222,284,96,81,43,38,25,4,0,0
S01008223,270,113,94,28,28,5,0,0,0
S01008224,402,150,167,45,33,8,1,0,0
S01008225,285,74,117,47,33,5,6,0,0
S01008226,392,177,118,55,28,10,5,0,0
S01008227,393,152,117,59,47,13,5,0,0
S01008228,283,68,122,48,36,11,0,1,0
S01008229,303,90,114,55,29,9,2,2,0
S01008230,298,62,104,64,47,14,6,0,0
S01008231,242,17,65,55,84,13,5,3,0
S01008232,311,65,76,79,74,10,5,0,5
S01008233,278,46,82,61,66,19,2,1,0
S01008234,195,56,86,32,18,2,1,0,0
S01008235,432,133,167,72,43,14,3,0,0
S01008236,385,133,146,47,42,13,3,1,0
S01008237,506,144,167,83,82,25,3,0,0
S01008238,370,129,133,54,46,10,2,0,0
S01008239,474,118,165,75,83,23,5,0,4
S01008240,318,76,138,54,43,9,0,0,0
S01008241,284,63,149,32,31,10,0,1,0
S01008242,547,205,215,48,62,17,0,1,0
S01008243,479,110,170,88,94,15,3,1,0
S01008244,265,79,110,35,33,7,1,0,0
S01008245,430,100,174,53,83,16,3,1,0
S01008246,448,76,193,75,72,22,3,1,0
S01008247,325,77,136,47,46,16,3,0,0
S01008248,357,95,159,37,48,14,7,0,0
S01008249,455,115,191,56,74,19,2,0,0
S01008250,1192,213,459,200,252,56,6,1,1
S01008251,438,71,161,94,83,23,8,0,0
S01008252,317,75,132,50,53,5,0,0,0
S01008253,364,131,138,43,40,9,3,0,0
S01008254,440,140,157,67,65,12,4,0,0
S01008255,272,67,103,36,47,18,2,0,0
S01008256,423,164,135,55,48,15,10,0,1
S01008257,381,216,102,33,21,9,0,0,0
S01008258,405,154,171,42,30,6,1,1,0
S01008259,445,218,126,47,40,13,1,0,0
S01008260,340,115,121,51,36,7,6,0,2
S01008261,355,109,132,55,35,19,4,0,0
S01008262,250,60,99,43,34,8,3,0,1
S01008263,289,93,110,39,36,11,1,0,0
S01008264,333,112,104,50,58,13,0,0,0
S01008265,434,141,179,46,47,18,0,2,0
S01008266,312,97,141,34,34,7,0,0,0
S01008267,400,101,149,60,56,27,6,0,0
S01008268,325,89,157,38,38,9,3,0,0
S01008269,419,176,156,35,33,11,10,0,0
S01008270,374,171,124,35,33,11,0,0,0
S01008271,381,219,110,22,27,3,0,0,0
S01008272,1075,223,356,184,240,52,14,2,2
S01008273,352,99,146,48,51,10,1,0,2
S01008274,321,111,103,52,31,21,3,1,0
S01008275,241,80,81,42,31,8,2,0,0
S01008276,231,65,97,33,27,7,2,1,0
S01008277,301,66,138,38,41,10,3,0,0
S01008278,420,99,176,58,65,22,3,0,0
S01008279,318,103,123,46,40,12,1,0,0
S01008280,446,160,164,63,45,16,1,0,0
S01008281,327,96,128,45,41,15,6,0,0
S01008282,286,72,125,45,30,7,0,5,0
S01008283,445,70,178,75,90,26,4,1,0
S01008284,1072,214,347,215,232,51,6,4,0
S01008285,339,136,123,40,30,10,3,0,0
S01008286,317,89,112,53,42,11,6,1,0
S01008287,329,107,106,48,51,12,9,0,2
S01008288,427,155,142,55,54,16,2,1,0
S01008289,291,140,84,34,24,5,4,0,0
S01008290,397,157,135,50,38,13,6,0,0
S01008291,395,154,164,33,35,8,0,1,0
S01008292,311,85,105,66,43,13,1,0,0
S01008293,203,34,66,38,47,14,5,0,0
S01008294,320,57,114,66,62,19,1,1,0
S01008295,365,90,152,57,56,12,2,0,0
S01008296,299,124,66,50,45,17,2,0,0
S01008297,331,65,107,69,55,30,2,2,0
S01008298,393,83,137,86,66,17,3,0,2
S01008299,353,171,94,41,24,18,2,4,1
S01008300,351,124,115,48,38,18,3,6,0
S01008301,335,102,116,57,45,7,4,0,1
S01008302,390,110,138,49,71,14,7,0,1
S01008303,293,125,91,44,26,7,0,0,0
S01008304,175,48,71,24,25,8,0,0,0
S01008305,297,86,124,51,33,6,1,0,0
S01008306,236,62,98,35,36,7,0,0,0
S01008307,320,57,120,66,63,11,2,0,0
S01008308,241,62,109,36,27,4,2,0,0
S01008309,342,196,75,39,17,9,3,0,0
S01008310,499,231,147,67,36,12,5,3,0
S01008311,204,84,61,33,23,7,1,0,1
S01008312,171,56,57,22,30,5,2,1,0
S01008313,392,160,127,54,35,7,4,0,1
S01008314,315,200,70,21,13,8,0,0,0
S01008315,450,318,84,27,15,5,0,0,2
S01008316,271,100,71,52,32,8,7,0,2
S01008317,415,126,144,62,59,13,7,1,3
S01008318,588,112,191,118,121,43,4,6,0
S01008319,392,169,111,56,38,13,4,0,0
S01008320,326,130,126,28,30,11,1,0,0
S01008321,161,24,58,49,24,7,0,0,0
S01008322,481,171,175,76,38,22,4,0,0
S01008323,280,102,73,50,28,12,13,0,0
S01008324,317,68,93,61,70,14,10,1,3
S01008325,289,77,80,63,54,16,1,0,0
S01008326,433,159,132,66,51,21,2,1,0
S01008327,387,149,113,59,52,12,1,2,0
S01008328,1173,225,266,218,319,106,29,4,6
S01008329,297,40,94,61,64,19,10,5,2
S01008330,286,38,88,70,54,25,8,4,1
S01008331,233,81,65,26,37,20,0,2,0
S01008332,411,146,124,42,61,21,11,3,2
S01008333,505,234,158,43,49,16,9,1,1
S01008334,333,109,105,46,57,13,1,0,0
S01008335,290,111,65,45,45,17,6,1,0
S01008336,336,126,85,53,43,21,4,4,0
S01008337,370,124,79,57,77,22,10,1,0
S01008338,240,38,51,57,60,25,4,2,0
S01008339,219,47,73,37,43,8,4,0,0
S01008340,308,79,114,45,48,15,2,1,1
S01008341,200,20,63,41,53,19,1,2,0
S01008342,321,93,101,49,53,17,7,1,1
S01008343,332,72,118,59,68,12,3,2,0
S01008344,369,94,136,41,62,26,7,2,0
S01008345,401,81,160,50,71,24,13,4,2
S01008346,357,54,131,54,78,31,5,0,3
S01008347,489,181,143,50,82,29,6,0,1
S01008348,310,97,89,55,52,17,2,0,0
S01008349,308,62,96,56,69,17,4,0,0
S01008350,240,65,102,34,29,11,3,0,1
S01008351,361,82,118,65,71,22,4,0,0
S01008352,252,52,80,39,59,19,1,6,2
S01008353,200,45,66,34,34,11,5,2,0
S01008354,1005,187,234,193,266,92,30,6,3
S01008355,315,124,83,41,51,16,8,0,0
S01008356,244,77,80,36,37,12,1,0,1
S01008357,288,96,102,41,31,16,3,0,0
S01008358,345,137,115,37,38,15,3,0,0
S01008359,286,77,88,42,60,17,1,1,0
S01008360,320,45,143,55,57,16,3,0,2
S01008361,339,67,109,73,61,24,2,0,0
S01008362,526,156,124,83,133,27,4,0,0
S01008363,301,92,89,47,45,24,4,2,0
S01008364,279,89,79,50,44,7,4,1,1
S01008365,277,74,110,32,46,11,3,0,0
S01008366,390,151,119,46,48,19,6,2,0
S01008367,359,149,99,51,42,14,1,0,1
S01008368,308,118,86,48,44,11,1,0,0
S01008369,252,69,67,53,47,12,6,0,1
S01008370,298,122,79,24,44,18,8,2,2
S01008371,293,68,95,52,60,18,3,0,0
S01008372,280,63,94,42,59,10,12,1,0
S01008373,263,35,79,62,59,18,4,0,1
S01008374,281,56,85,52,71,11,5,1,0
S01008375,274,38,87,59,71,17,2,0,0
S01008376,206,47,67,39,34,11,4,0,2
S01008377,292,80,77,44,77,13,4,2,2
S01008378,395,124,110,53,84,19,4,1,0
S01008379,199,44,73,26,32,16,6,0,0
S01008380,235,27,76,58,60,9,2,0,2
S01008381,230,35,69,52,63,9,2,0,0
S01008382,320,68,86,59,82,18,2,1,4
S01008383,174,24,57,36,46,8,2,0,0
S01008384,379,94,132,64,71,15,2,1,1
S01008385,244,47,83,31,67,12,2,1,0
S01008386,346,99,141,51,48,14,0,0,0
S01008387,233,51,85,48,34,10,1,0,0
S01008388,239,60,83,48,41,1,2,1,0
S01008389,308,125,106,23,44,2,0,2,0
S01008390,243,53,78,38,63,15,2,0,0
S01008391,346,129,94,30,64,22,3,0,0
S01008392,329,57,115,63,61,26,5,1,0
S01008393,350,128,111,44,57,11,0,0,0
S01008394,280,38,75,58,90,19,0,0,0
S01008395,184,35,59,37,35,13,0,3,2
S01008396,318,132,100,29,35,22,3,1,0
S01008397,313,48,117,49,67,26,1,1,1
S01008398,250,57,92,36,45,16,1,1,1
S01008399,240,97,83,27,25,8,4,0,0
S01008400,263,61,89,37,50,9,14,3,0
S01008401,377,123,113,48,61,17,8,3,0
S01008402,438,82,184,64,64,33,9,6,0
S01008403,210,33,73,37,48,18,1,0,0
S01008404,342,81,116,51,65,24,2,0,0
S01008405,267,45,82,47,57,27,8,0,2
S01008406,467,241,103,40,56,22,4,1,0
S01008407,295,172,71,23,20,9,3,2,0
S01008408,252,94,64,42,37,15,2,0,0
S01008409,404,161,124,61,37,15,5,0,1
S01008410,323,155,89,36,23,10,0,1,3
S01008411,237,68,72,33,47,16,4,0,0
S01008412,284,94,65,34,54,24,3,4,2
S01008413,199,61,71,30,27,17,0,0,0
S01008414,191,37,52,30,38,22,5,4,4
S01008415,342,109,91,53,54,17,9,6,0
S01008416,425,179,117,56,44,23,3,0,0
S01008417,315,81,137,41,40,14,4,0,0
S01008418,299,88,125,41,29,11,1,0,0
S01008419,186,58,57,29,30,9,5,0,0
S01008420,186,51,67,25,34,10,0,0,0
S01008421,408,166,117,53,55,15,1,0,0
S01008422,229,66,71,22,58,10,3,0,0
S01008423,533,63,201,107,126,30,4,1,3
S01008424,337,60,153,43,61,17,1,0,0
S01008425,728,168,248,136,148,24,1,0,0
S01008426,267,79,86,50,36,13,2,0,0
S01008427,394,76,156,72,67,20,5,0,0
S01008428,353,134,111,49,46,6,5,0,0
S01008429,400,104,149,57,70,20,3,0,0
S01008430,395,118,127,56,76,16,0,1,1
S01008431,351,86,133,66,51,14,0,0,0
S01008432,297,78,119,38,50,10,2,0,0
S01008433,343,90,150,48,41,12,4,0,0
S01008434,409,109,153,65,71,11,3,1,0
S01008435,300,64,121,48,57,6,2,2,0
S01008436,426,147,165,46,59,9,1,0,0
S01008437,369,163,133,39,16,11,4,0,0
S01008438,247,66,70,45,49,14,2,0,0
S01008439,425,94,132,68,104,24,3,0,0
S01008440,439,102,162,64,88,17,2,0,0
S01008441,188,30,73,38,39,9,0,0,0
S01008442,321,101,132,42,39,7,0,1,0
S01008443,263,68,97,40,43,18,0,0,0
S01008444,235,64,76,38,47,11,0,0,0
S01008445,414,201,103,49,53,8,2,2,0
S01008446,362,83,147,45,71,15,1,0,0
S01008447,288,61,136,39,34,16,1,0,1
S01008448,321,76,157,42,32,12,2,0,0
S01008449,338,122,80,52,32,35,6,7,2
S01008450,224,68,69,53,19,9,3,3,0
S01008451,271,103,68,38,30,17,9,4,5
S01008452,237,100,44,23,36,23,8,1,2
S01008453,289,88,79,57,39,18,6,0,0
S01008454,382,139,114,61,42,16,10,0,0
S01008455,485,242,113,73,31,16,6,4,0
S01008456,462,235,117,63,30,13,3,3,0
S01008457,357,204,96,32,19,4,2,0,0
S01008458,418,141,138,71,48,14,5,1,0
S01008459,368,180,94,46,25,12,7,1,0
S01008460,365,137,93,69,35,16,10,0,1
S01008461,468,227,132,65,28,12,4,5,0
S01008462,315,213,62,22,8,10,1,1,0
S01008463,288,157,62,38,20,7,0,1,0
S01008464,400,147,136,69,35,12,1,0,0
S01008465,346,119,126,53,39,7,3,0,0
S01008466,300,86,122,49,31,11,1,2,1
S01008467,310,89,110,49,47,14,0,1,1
S01008468,441,151,133,77,58,17,8,0,0
S01008469,233,61,94,29,31,13,1,0,1
S01008470,370,122,93,58,72,20,5,2,1
