Intermediate Zone - Data Zone 2011,All occupied household spaces,One person,Two people,Three people,Four people,Five people,Six people,Seven people,Eight or more people
S01010612,304,93,102,59,35,12,5,0,0
S01010613,333,156,98,36,32,9,1,0,0
S01010614,311,152,75,39,34,7,3,0,0
S01010615,382,174,112,50,34,6,3,0,0
S01010616,349,108,138,58,35,7,1,0,0
S01010617,358,105,134,63,46,6,2,2,0
S01010618,311,101,117,53,27,9,3,0,2
S01010619,358,214,87,30,17,5,1,0,0
S01010620,453,335,91,20,10,0,0,0,0
S01010621,433,181,157,41,48,8,2,0,0
S01010622,332,186,74,35,22,9,3,0,0
S01010623,285,66,65,51,59,28,11,6,1
S01010624,363,172,121,36,25,8,1,0,0
S01010625,319,104,148,30,27,13,2,0,1
S01010626,422,153,158,49,49,10,1,0,0
S01010627,390,207,115,37,23,4,3,0,0
S01010628,460,249,114,48,41,5,0,0,0
S01010629,483,224,151,55,41,5,4,0,0
S01010630,256,112,81,31,23,3,3,0,0
S01010631,323,180,107,26,9,0,2,0,0
S01010632,473,223,147,70,21,5,2,0,0
S01010633,524,237,149,72,45,14,5,0,0
S01010634,232,88,57,42,26,17,3,0,0
S01010635,337,137,79,56,46,12,4,2,0
S01010636,371,137,151,40,36,12,2,0,0
S01010637,363,259,72,15,12,5,0,0,0
S01010638,441,224,161,31,26,1,2,0,0
S01010639,677,386,207,48,22,14,3,1,0
S01010640,366,198,118,31,13,5,2,0,0
S01010641,518,317,119,40,29,6,4,0,0
S01010642,629,309,183,69,48,18,7,0,0
S01010643,308,90,103,59,27,18,8,0,0
S01010644,393,225,106,40,11,6,4,2,0
S01010645,246,129,72,21,15,3,1,1,0
S01010646,320,106,136,47,21,9,0,1,0
S01010647,297,143,109,28,11,1,0,0,0
S01010648,309,143,100,36,22,5,3,0,0
S01010649,285,135,93,26,23,7,0,0,0
S01010650,697,220,235,117,91,26,6,1,0
S01010651,263,93,94,31,33,13,3,0,0
S01010652,372,102,138,69,53,9,2,0,0
S01010653,272,114,120,23,13,0,0,0,0
S01010654,343,130,112,58,32,9,1,0,0
S01010655,429,127,187,49,45,15,4,2,0
S01010656,300,79,97,60,45,18,2,0,0
S01010657,274,51,128,47,33,8,10,0,0
S01010658,331,75,142,54,42,11,3,1,0
S01010659,309,79,142,51,26,6,6,0,0
S01010660,303,125,100,36,29,7,2,1,0
S01010661,357,176,114,40,21,6,0,0,0
S01010662,378,104,147,74,35,14,1,2,1
S01010663,392,107,171,50,51,14,5,1,0
S01010664,322,83,163,33,31,10,7,0,0
S01010665,492,176,195,46,55,15,6,0,0
S01010666,517,184,203,65,44,18,3,0,0
S01010667,293,88,121,47,20,17,1,0,0
S01010668,558,186,241,66,49,9,4,4,0
S01010669,282,106,115,27,19,11,1,2,1
S01010670,398,152,164,38,34,7,3,0,0
S01010671,339,120,133,39,31,9,5,1,0
S01010672,349,172,99,45,27,6,0,1,0
S01010673,480,224,160,40,41,12,1,0,0
S01010674,517,224,190,48,42,11,3,0,1
S01010675,357,133,144,37,31,12,3,0,0
S01010676,467,158,199,50,41,15,5,0,4
S01010677,273,98,116,40,11,4,1,0,0
S01010678,354,146,117,40,36,10,6,0,0
S01010679,297,176,80,18,18,5,0,0,0
S01010680,382,188,112,36,29,12,1,1,0
S01010681,465,195,125,58,49,25,7,0,1
S01010682,456,126,182,63,55,21,7,0,0
S01010683,465,157,177,61,42,21,5,0,2
S01010684,412,140,189,49,23,8,2,1,0
S01010685,331,132,145,28,25,0,2,0,0
S01010686,331,130,140,24,23,14,0,1,1
S01010687,434,165,191,41,20,16,0,1,0
S01010688,391,168,147,37,32,6,0,0,0
S01010689,404,170,169,34,24,10,0,2,0
S01010690,298,142,82,34,28,8,2,0,0
S01010691,362,121,153,54,26,9,1,0,0
S01010692,360,143,121,50,32,9,2,3,0
S01010693,241,86,99,24,25,4,1,2,0
S01010694,300,109,134,30,19,4,3,0,1
S01010695,303,77,146,42,21,13,5,1,0
S01010696,426,119,167,65,51,24,4,0,0
S01010697,469,143,191,59,50,17,7,2,0
S01010698,348,112,152,37,28,13,4,2,0
S01010699,248,75,94,46,27,5,0,0,0
S01010700,246,67,102,29,37,8,3,0,0
S01010701,446,134,165,69,50,18,7,2,1
S01010702,415,109,204,47,37,13,2,0,3
S01010703,358,84,153,55,41,17,3,3,0
S01010704,291,121,106,44,15,7,2,0,0
S01010705,627,191,247,85,82,19,4,0,0
S01010706,348,126,121,45,41,13,4,0,1
S01010707,524,140,197,94,68,18,3,2,0
S01010708,264,95,103,31,23,7,2,0,0
S01010709,308,102,117,41,37,11,3,0,0
S01010710,318,111,119,36,33,20,0,0,0
S01010711,350,111,128,51,40,11,4,0,1
S01010712,291,81,100,54,35,10,4,2,0
S01010713,287,100,91,48,32,11,5,0,0
S01010714,330,205,83,28,12,1,1,0,0
S01010715,373,166,109,64,31,6,1,0,1
S01010716,486,264,132,40,32,15,3,0,1
S01010717,293,90,131,35,30,5,0,0,0
S01010718,477,158,162,64,62,23,4,3,1
S01010719,292,98,118,39,25,10,4,0,1
S01010720,478,154,191,62,54,12,4,1,0
S01010721,302,113,115,43,28,4,0,2,0
S01010722,389,150,137,52,27,16,3,2,0
S01010723,386,82,157,75,49,14,8,1,0
S01010724,407,107,156,78,50,14,2,0,0
S01010725,490,124,213,70,67,13,2,0,0
S01010726,424,161,146,70,36,13,0,0,0
S01010727,282,58,130,40,38,13,5,0,0
S01010728,226,54,91,38,32,12,1,0,0
S01010729,283,64,123,57,25,3,1,0,3
S01010730,425,117,180,58,41,15,4,0,0
S01010731,418,152,159,62,27,13,1,0,0
S01010732,332,116,118,51,28,16,4,0,0
S01010733,245,89,76,43,19,10,7,0,1
S01010734,369,134,102,68,43,14,5,0,2
S01010735,291,103,74,51,43,11,5,3,2
S01010736,234,59,101,37,29,6,2,0,0
S01010737,664,288,216,75,59,19,6,0,0
S01010738,248,80,102,28,28,8,0,0,0
S01010739,411,181,130,53,32,8,5,0,0
S01010740,258,135,71,22,14,8,4,1,0
S01010741,387,72,153,64,77,11,2,2,0
S01010742,347,142,115,40,37,10,1,0,0
S01010743,270,71,103,39,32,15,4,4,1
S01010744,453,153,192,53,44,9,3,0,0
S01010745,338,211,75,28,17,4,3,0,0
S01010746,464,166,180,51,38,24,5,0,0
S01010747,373,123,144,54,25,16,7,0,0
S01010748,298,107,129,25,28,9,1,0,0
S01010749,277,74,126,42,21,13,1,0,0
S01010750,282,91,124,32,26,6,0,0,1
S01010751,368,150,127,47,30,12,0,1,0
S01010752,360,121,114,59,45,12,5,0,1
S01010753,500,199,159,72,52,20,6,3,0
S01010754,314,162,102,24,15,8,3,1,0
S01010755,258,104,93,37,16,6,3,1,0
S01010756,308,110,122,34,28,10,0,1,0
S01010757,360,141,166,29,22,4,0,0,0
S01010758,352,102,158,47,26,11,8,1,0
S01010759,300,138,99,42,15,5,4,0,0
S01010760,351,153,134,30,23,6,3,2,0
S01010761,219,61,101,23,20,6,7,0,0
S01010762,271,93,111,40,24,6,0,0,0
S01010763,330,121,123,44,33,8,0,0,1
S01010764,302,110,139,25,20,7,2,0,0
S01010765,507,191,207,58,32,15,7,2,0
S01010766,388,145,151,44,34,11,2,1,0
S01010767,357,160,130,31,24,12,2,1,0
S01010768,278,135,89,26,16,6,4,0,0
S01010769,253,87,114,28,21,4,4,0,0
S01010770,371,159,131,38,28,11,2,1,0
S01010771,444,202,161,32,31,16,1,0,1
S01010772,406,158,165,43,28,9,3,2,0
S01010773,360,96,172,47,33,7,3,0,0
S01010774,340,131,123,46,27,6,0,1,1
S01010775,355,99,132,54,55,15,0,0,0
S01010776,261,110,90,29,22,9,1,0,0
S01010777,251,144,62,23,15,5,2,0,0
S01010778,260,123,75,32,19,8,3,0,0
S01010779,352,177,90,38,27,13,4,0,0
S01010780,262,102,93,33,25,8,0,0,0
S01010781,351,148,104,58,31,7,1,2,0
S01010782,299,149,85,25,29,10,0,0,0
S01010783,264,135,80,30,18,6,2,0,0
S01010784,323,142,95,39,26,14,7,0,0
S01010785,294,97,115,35,37,10,0,0,0
S01010786,300,86,112,50,40,10,2,0,0
S01010787,395,129,159,46,38,22,4,0,0
S01010788,293,106,110,41,26,11,1,0,2
S01010789,301,107,112,32,32,11,3,1,0
S01010790,317,104,119,41,30,18,6,1,0
S01010791,417,147,176,47,36,14,2,0,0
S01010792,288,124,103,35,16,3,5,2,0
S01010793,275,77,123,35,27,10,2,1,0
S01010794,275,94,102,39,27,12,1,0,0
S01010795,480,190,181,57,42,9,0,0,0
S01010796,363,115,136,36,49,19,1,4,0
S01010797,334,89,132,49,49,11,4,0,0
S01010798,297,102,118,30,33,9,1,0,0
S01010799,420,267,116,22,12,1,2,0,0
S01010800,382,184,136,33,25,4,0,0,0
S01010801,341,151,113,46,24,8,0,0,0
S01010802,234,102,88,18,24,2,0,1,0
S01010803,277,133,66,45,18,9,4,2,1
S01010804,303,140,100,26,28,11,1,1,0
S01010805,414,157,141,61,35,9,7,1,1
S01010806,454,236,137,44,32,8,1,0,0
S01010807,239,79,73,37,32,13,1,1,0
S01010808,216,62,84,27,33,5,1,0,0
S01010809,302,98,117,36,41,9,4,0,0
S01010810,263,103,95,33,15,13,0,0,0
S01010811,426,175,162,47,24,9,3,0,0
S01010812,234,109,90,20,13,2,2,0,0
S01010813,235,117,77,21,12,7,2,0,0
S01010814,314,123,126,33,22,4,4,3,0
S01010815,197,77,70,36,10,4,0,0,0
S01010816,314,139,98,34,27,13,2,1,0
S01010817,377,98,159,59,42,18,4,0,0
S01010818,489,194,171,59,55,7,2,2,0
S01010819,380,150,121,51,48,6,4,0,0
S01010820,274,63,122,38,40,11,0,0,0
S01010821,240,52,108,32,31,14,2,0,0
S01010822,281,82,134,36,21,6,1,0,2
S01010823,126,20,37,26,30,11,4,0,0
S01010824,241,27,85,67,56,9,1,0,0
S01010825,332,43,91,72,102,18,4,2,0
S01010826,310,88,139,39,34,4,4,1,0
S01010827,215,37,84,54,27,8,3,0,0
S01010828,429,56,160,89,100,18,2,0,0
S01010829,467,180,206,52,25,6,3,0,0
S01010830,291,97,123,34,33,1,0,0,0
S01010831,200,20,59,52,54,10,1,0,0
S01010832,248,75,85,47,39,5,1,0,0
S01010833,348,90,138,53,47,13,3,0,0
S01010834,498,172,230,49,37,8,2,0,0
S01010835,229,52,110,31,33,6,1,0,0
S01010836,393,143,147,49,43,6,3,0,0
S01010837,318,78,112,65,55,6,2,1,0
S01010838,317,111,91,56,48,15,0,0,0
S01010839,337,111,114,56,45,7,4,0,0
S01010840,285,169,87,15,10,1,2,1,0
S01010841,407,198,144,32,29,6,0,0,0
S01010842,534,359,127,26,15,4,1,0,0
S01010843,444,296,117,21,10,0,1,0,0
S01010844,281,85,110,41,39,5,2,0,0
S01010845,231,72,97,34,19,4,2,0,0
S01010846,281,87,94,59,35,5,1,0,0
S01010847,251,76,95,45,31,6,0,0,0
S01010848,305,82,85,63,50,19,5,0,4
S01010849,366,100,98,77,55,30,3,5,0
S01010850,315,97,111,59,27,13,8,1,0
S01010851,407,131,117,82,50,19,3,0,0
S01010852,319,103,101,57,40,14,3,0,0
S01010853,400,99,150,70,54,20,3,1,0
S01010854,376,119,133,79,40,9,1,2,0
S01010855,216,63,78,35,32,8,4,1,0
S01010856,404,170,121,69,39,5,0,0,0
S01010857,329,78,122,73,41,7,1,3,0
S01010858,275,97,85,52,29,9,0,0,0
S01010859,363,113,99,80,46,16,6,2,1
S01010860,253,99,91,39,14,9,3,0,0
S01010861,320,151,90,51,24,4,0,0,0
S01010862,299,118,89,56,29,4,2,0,1
S01010863,301,73,109,34,57,19,8,0,0
S01010864,268,64,133,34,31,4,0,1,0
S01010865,429,153,198,45,22,8,0,0,0
S01010866,300,109,111,41,30,10,1,0,0
S01010867,292,112,98,40,34,5,1,0,1
S01010868,288,104,113,28,29,10,4,1,0
S01010869,279,61,97,57,55,7,2,1,0
S01010870,372,202,111,30,20,4,3,0,0
S01010871,383,164,113,56,37,13,1,0,0
S01010872,420,230,127,34,21,4,1,2,0
S01010873,339,253,56,22,8,0,0,0,0
S01010874,307,100,109,41,31,25,1,0,0
S01010875,277,130,93,33,19,1,0,0,1
S01010876,458,255,133,48,17,3,1,0,0
S01010877,421,194,129,52,34,15,1,0,0
S01010878,507,242,172,51,37,7,0,0,0
S01010879,399,153,143,58,30,9,2,0,0
S01010880,204,69,56,40,31,5,3,0,0
S01010881,266,96,97,47,19,1,0,0,0
S01010882,165,23,53,42,31,7,0,3,0
S01010883,281,86,78,47,57,13,0,0,0
S01010884,407,237,97,39,28,5,1,1,0
S01010885,556,360,104,43,33,14,3,0,0
S01010886,166,94,47,14,7,2,1,0,1
S01010887,443,253,111,42,33,6,2,0,0
S01010888,481,285,119,39,25,5,4,0,0
S01010889,254,158,63,27,6,2,1,0,0
S01010890,499,331,111,30,21,3,3,0,0
S01010891,312,229,60,18,2,3,0,0,0
S01010892,514,347,102,31,27,10,0,2,0
S01010893,305,206,42,25,24,7,4,0,0
S01010894,308,146,101,24,20,3,5,0,0
S01010895,183,90,38,19,19,10,3,3,0
S01010896,390,168,126,61,29,5,0,1,0
S01010897,367,149,113,55,38,6,0,0,0
S01010898,233,61,74,45,31,20,3,1,0
S01010899,207,44,69,54,30,8,1,0,1
S01010900,346,128,93,66,35,20,6,0,0
S01010901,252,77,80,51,24,9,6,0,2
S01010902,414,143,139,80,47,4,0,0,1
S01010903,455,234,123,56,34,6,6,0,0
S01010904,311,154,92,38,22,5,0,0,0
S01010905,545,205,195,80,52,9,3,0,0
S01010906,412,113,124,94,60,18,1,0,1
S01010907,266,40,98,56,57,9,1,1,0
S01010908,307,121,93,41,32,18,3,0,0
S01010909,272,95,109,33,25,11,0,0,0
S01010910,240,126,48,34,14,5,7,8,0
S01010911,373,251,83,30,7,0,0,0,0
S01010912,359,198,94,43,14,7,2,0,0
S01010913,327,140,97,46,34,8,1,0,0
S01010914,228,58,75,51,23,10,4,0,0
S01010915,259,47,95,61,38,16,1,0,0
S01010916,182,92,50,23,11,6,0,0,0
S01010917,262,114,89,32,20,2,2,0,0
S01010918,315,139,100,41,25,11,0,0,0
S01010919,317,100,108,55,37,13,0,0,0
S01010920,326,94,117,54,40,15,2,0,0
S01010921,257,81,80,45,25,24,2,0,0
S01010922,389,138,131,70,34,11,5,1,0
S01010923,385,150,125,57,34,15,0,2,0
S01010924,242,95,67,31,29,11,3,2,0
S01010925,314,132,94,59,19,6,2,2,1
S01010926,373,131,111,72,44,11,4,1,0
S01010927,253,75,91,42,27,7,3,0,0
S01010928,285,79,77,57,46,16,11,0,0
S01010929,254,56,86,50,40,10,2,0,2
S01010930,364,73,161,71,46,10,2,0,1
S01010931,433,121,137,72,79,20,3,1,0
S01010932,333,119,118,39,42,11,6,0,0
S01010933,493,86,180,98,99,21,6,3,0
S01010934,423,107,193,58,44,20,0,0,1
S01010935,325,137,109,30,36,9,1,0,0
S01010936,390,232,114,31,10,6,0,0,0
S01010937,333,117,126,43,39,10,4,0,0
S01010938,379,135,117,64,41,15,2,1,1
S01010939,197,38,84,41,34,2,1,0,0
S01010940,265,63,121,33,38,8,2,0,0
S01010941,320,64,136,65,41,15,2,2,0
S01010942,265,63,107,52,41,4,3,0,0
S01010943,250,73,86,36,40,13,6,1,0
S01010944,285,137,85,30,28,10,0,1,0
S01010945,239,77,67,41,38,9,3,4,0
S01010946,385,114,147,60,41,17,3,1,0
S01010947,230,80,80,34,25,8,2,1,0
S01010948,279,84,101,56,26,9,2,0,0
S01010949,341,66,148,55,56,15,1,0,0
S01010950,355,116,142,54,35,9,0,0,1
S01010951,284,74,104,52,32,16,1,1,0
S01010952,196,39,81,41,30,4,0,0,1
S01010953,225,62,87,42,27,5,2,0,0
S01010954,226,55,95,36,30,5,1,0,0
S01010955,745,107,278,136,157,46,11,5,3
S01010956,814,191,294,146,149,26,4,4,0
S01010957,230,62,102,25,24,15,0,0,0
S01010958,226,84,91,23,21,10,0,0,1
S01010959,307,132,92,36,32,14,0,1,0
S01010960,498,125,161,94,77,32,4,1,4
S01010961,262,79,93,47,31,7,1,0,0
S01010962,330,176,118,24,11,3,1,0,0
S01010963,376,121,124,59,55,16,1,0,0
S01010964,295,69,127,44,37,14,4,0,0
S01010965,214,82,76,35,16,5,3,0,0
S01010966,319,107,104,63,35,7,0,1,0
S01010967,305,115,107,43,29,10,3,0,0
S01010968,302,95,121,42,38,5,0,0,0
S01010969,345,134,133,42,24,5,3,1,0
S01010970,469,153,157,71,52,28,2,0,2
S01010971,409,79,161,83,53,27,2,1,0
S01010972,329,95,121,60,40,7,0,3,0
S01010973,200,51,78,38,20,11,1,0,1
S01010974,323,92,129,56,31,16,0,1,0
S01010975,186,52,73,39,14,8,2,0,2
S01010976,206,72,75,31,20,4,1,0,0
S01010977,300,88,127,48,26,6,0,0,0
S01010978,347,149,91,56,32,16,1,0,1
S01010979,348,95,104,61,62,20,8,0,0
S01010980,345,150,103,34,40,12,1,0,0
S01010981,346,128,125,40,35,16,2,0,0
S01010982,451,100,197,82,53,12,5,0,0
S01010983,375,146,148,50,24,7,0,0,0
S01010984,301,84,130,46,34,6,2,0,0
S01010985,242,57,66,61,41,10,4,2,0
S01010986,182,31,57,32,49,14,2,0,0
S01010987,218,35,77,53,41,15,0,0,0
S01010988,208,25,73,49,43,14,1,0,0
S01010989,396,92,115,65,95,24,1,2,0
S01010990,316,69,119,60,46,17,3,0,3
S01010991,1333,194,368,282,356,93,24,8,6
S01010992,188,20,57,44,50,15,0,0,1
S01010993,250,67,106,41,28,8,4,0,2
S01010994,595,128,229,102,100,32,4,4,0
S01010995,290,62,142,41,35,7,0,0,0
S01010996,231,61,107,33,24,5,0,0,0
S01010997,285,79,132,35,30,6,2,0,0
S01010998,313,60,118,63,57,13,0,0,0
S01010999,470,167,190,48,55,6,2,0,1
S01011000,1127,228,402,230,212,44,5,2,0
S01011001,274,86,102,46,25,8,3,3,0
S01011002,305,93,101,62,40,7,0,0,0
S01011003,278,70,90,56,46,13,3,1,0
S01011004,276,67,119,39,33,10,5,4,0
S01011005,352,138,127,47,33,7,0,0,0
S01011006,840,211,257,175,146,37,10,2,3
S01011007,278,78,81,63,46,7,3,2,1
S01011008,365,98,149,44,49,18,3,5,1
S01011009,207,63,83,40,19,2,1,0,0
S01011010,339,206,98,13,17,5,0,0,0
S01011011,427,210,121,52,35,6,2,1,0
S01011012,319,119,78,50,53,14,1,5,0
S01011013,384,108,159,61,33,12,5,0,0
S01011014,364,135,142,48,31,2,3,0,0
S01011015,192,72,82,22,14,3,2,0,0
S01011016,661,120,186,141,160,44,7,3,0
S01011017,605,105,242,108,93,45,8,3,1
S01011018,365,105,155,55,36,10,2,1,1
S01011019,537,104,184,88,116,35,8,0,0
S01011020,519,69,214,116,92,24,4,0,0
S01011021,347,113,91,50,60,23,6,8,0
S01011022,245,53,85,49,39,12,2,4,1
S01011023,367,105,143,51,46,17,1,3,0
S01011024,301,85,88,59,41,17,8,0,1
S01011025,274,83,87,47,35,13,10,1,3
S01011026,234,76,68,43,27,12,1,2,0
S01011027,428,168,93,83,52,20,10,0,3
S01011028,414,154,120,68,57,15,4,1,0
S01011029,269,84,96,41,31,14,4,0,0
S01011030,361,93,146,73,42,6,2,1,0
S01011031,413,143,121,71,56,15,6,0,0
S01011032,344,110,142,45,31,13,0,0,1
S01011033,276,91,124,28,24,6,3,0,0
S01011034,329,153,111,36,24,5,0,0,0
S01011035,251,67,88,41,42,10,1,0,0
S01011036,288,102,109,39,27,9,0,2,0
S01011037,567,182,164,99,73,30,7,3,4
S01011038,373,92,105,73,64,26,4,1,2
S01011039,598,226,186,105,58,23,3,1,0
S01011040,290,69,94,52,49,18,5,0,3
S01011041,230,45,66,52,42,15,7,1,2
S01011042,328,91,121,59,42,12,2,1,0
S01011043,335,113,99,60,41,11,7,2,0
S01011044,309,127,91,45,28,10,1,5,4
S01011045,304,114,118,39,22,10,1,0,0
S01011046,372,95,175,53,31,15,6,0,1
S01011047,412,115,172,59,40,15,8,0,2
S01011048,439,187,159,46,31,12,4,0,0
S01011049,319,123,117,33,34,6,3,3,0
S01011050,254,64,107,41,26,7,3,0,0
S01011051,482,164,207,56,38,14,4,0,0
S01011052,365,147,135,38,36,8,1,0,0
S01011053,287,134,87,32,24,10,0,0,0
S01011054,244,93,87,34,25,8,0,2,0
S01011055,224,66,89,33,30,2,3,1,0
S01011056,311,80,130,39,37,15,4,3,3
S01011057,248,86,88,36,27,11,0,0,0
S01011058,269,63,122,40,30,16,1,0,0
S01011059,268,91,108,23,35,5,4,0,0
S01011060,381,185,111,41,31,10,3,1,0
S01011061,435,207,142,49,26,7,1,3,0
S01011062,441,183,149,57,37,6,7,1,0
S01011063,497,205,163,52,61,15,3,0,0
S01011064,474,204,164,52,32,16,3,0,1
S01011065,310,99,131,39,32,7,3,0,0
S01011066,201,70,87,24,17,0,1,0,0
S01011067,238,103,98,20,12,3,0,0,0
S01011068,226,73,93,28,19,7,4,2,0
S01011069,227,87,81,33,16,6,4,0,0
S01011070,231,77,97,21,25,6,1,0,0
S01011071,325,85,164,44,21,9,2,0,0
S01011072,573,167,199,91,71,32,12,0,0
S01011073,296,78,123,42,38,9,5,0,0
S01011074,284,100,101,36,39,10,1,0,0
S01011075,293,101,109,37,34,6,6,0,0
S01011076,373,172,118,38,30,9,5,0,0
S01011077,365,139,136,51,32,7,0,0,0
S01011078,725,187,265,98,126,34,9,3,3
S01011079,493,191,163,64,55,12,4,0,2
S01011080,473,209,165,40,48,8,3,0,0
S01011081,344,126,122,44,39,10,1,1,0
S01011082,272,157,62,26,21,4,0,1,0
S01011083,359,111,158,46,32,10,2,0,0
S01011084,327,91,155,41,35,6,0,1,0
S01011085,387,111,187,44,34,7,2,0,0
S01011086,356,93,147,53,42,15,6,0,0
S01011087,263,104,95,37,20,2,3,0,0
S01011088,466,194,159,60,39,13,3,0,1
S01011089,316,124,124,35,24,6,0,0,0
S01011090,408,102,168,58,50,21,7,2,0
S01011091,275,68,142,26,23,11,4,0,0
S01011092,276,108,90,39,28,10,1,0,1
S01011093,1251,306,437,212,227,57,8,2,0
S01011094,439,65,176,79,96,23,3,0,0
S01011095,355,75,176,51,32,19,3,0,0
S01011096,446,119,132,74,88,22,8,4,0
S01011097,311,66,150,45,35,6,6,1,1
S01011098,350,138,139,40,35,1,0,0,0
S01011099,365,134,140,53,26,9,5,0,0
S01011100,205,81,77,25,15,3,2,0,0
S01011101,231,82,75,39,27,6,1,1,0
S01011102,265,129,89,32,11,1,1,0,0
S01011103,238,125,72,20,18,5,0,0,0
S01011104,288,146,93,22,22,5,0,0,0
S01011105,473,252,160,32,28,1,0,0,0
S01011106,367,99,119,76,40,22,4,0,4
S01011107,437,121,125,84,78,24,3,1,0
S01011108,238,92,88,38,9,6,4,2,1
S01011109,339,154,135,30,12,6,0,1,0
S01011110,312,146,94,40,25,8,4,0,0
S01011111,388,166,107,63,38,5,3,1,1
S01011112,265,57,82,67,54,10,1,0,0
S01011113,423,165,152,63,27,12,2,0,0
S01011114,294,78,130,46,25,11,1,0,1
S01011115,371,146,119,56,35,10,0,2,1
S01011116,296,109,120,42,17,4,3,1,0
S01011117,366,152,128,42,33,13,0,4,0
S01011118,438,187,149,56,40,8,0,0,0
S01011119,426,163,164,49,33,11,3,0,0
S01011120,291,79,128,38,31,11,4,2,0
S01011121,364,254,74,19,15,2,0,0,0
S01011122,297,124,100,32,29,11,0,0,0
S01011123,528,176,189,96,50,12,0,0,0
S01011124,280,79,112,51,34,4,0,0,0
S01011125,218,107,57,29,11,7,4,0,0
S01011126,179,60,60,32,15,12,0,0,0
S01011127,134,7,54,30,32,12,5,0,0
S01011128,374,158,123,41,37,9,3,1,1
S01011129,335,59,133,59,55,23,4,4,0
S01011130,295,153,85,33,12,11,1,0,0
S01011131,308,130,119,28,19,6,1,0,0
S01011132,354,109,144,43,45,12,2,1,0
S01011133,187,58,69,26,24,5,3,0,0
S01011134,404,179,164,32,22,3,1,0,0
S01011135,341,141,125,44,19,6,4,2,0
S01011136,274,116,106,27,20,3,2,0,0
S01011137,180,47,61,32,23,8,4,4,1
S01011138,249,70,76,47,40,12,2,0,2
S01011139,324,75,94,62,65,19,3,1,0
S01011140,230,88,74,33,18,10,1,0,1
S01011141,228,80,84,29,30,6,0,0,1
S01011142,341,81,148,57,42,6,3,0,0
S01011143,460,142,175,57,54,23,5,0,0
S01011144,254,75,89,33,32,13,6,1,0
S01011145,306,76,149,48,25,6,1,1,0
S01011146,346,121,131,42,38,13,2,0,0
S01011147,437,178,161,49,35,11,5,0,0
S01011148,335,106,150,37,36,4,1,0,0
S01011149,310,110,116,34,30,12,3,3,0
S01011150,352,85,103,58,67,31,7,0,0
S01011151,212,58,63,36,36,15,3,1,0
S01011152,292,128,117,24,17,7,1,0,0
S01011153,456,232,142,39,32,8,2,0,0
S01011154,307,203,72,14,12,7,0,0,0
S01011155,348,186,85,41,24,11,1,0,0
S01011156,243,94,105,21,15,6,1,0,1
S01011157,280,116,122,24,21,0,1,0,0
S01011158,273,81,115,39,31,8,0,0,0
S01011159,350,202,100,18,16,8,1,0,0
S01011160,377,126,151,41,47,11,0,1,0
S01011161,266,87,106,33,28,8,0,2,0
S01011162,196,60,69,28,25,12,3,2,0
S01011163,336,137,112,50,28,7,0,1,0
S01011164,340,109,116,52,44,9,4,3,1
S01011165,364,178,116,39,24,9,1,0,0
S01011166,195,75,86,21,10,3,0,0,0
S01011167,300,58,174,36,21,7,0,0,3
S01011168,564,128,236,91,78,19,10,1,2
S01011169,548,116,207,101,89,24,10,2,1
S01011170,480,160,200,44,59,17,1,3,0
S01011171,450,169,188,45,32,9,4,2,1
S01011172,376,144,145,35,35,10,2,1,1
S01011173,257,77,108,27,30,12,2,1,0
S01011174,211,89,76,24,14,5,2,1,0
S01011175,308,128,101,35,29,8,2,2,0
S01011176,282,113,120,27,20,4,1,1,0
S01011177,376,141,140,48,30,15,1,1,0
S01011178,203,57,80,37,18,7,4,0,0
S01011179,266,105,93,45,17,6,0,0,0
S01011180,302,133,87,44,25,8,5,0,0
S01011181,375,73,181,56,53,11,0,1,0
S01011182,303,65,123,42,54,13,2,0,0
S01011183,223,58,77,44,33,7,0,3,0
S01011184,456,112,164,79,75,19,3,0,2
S01011185,294,101,119,40,29,10,1,0,2
S01011186,462,202,165,57,22,14,1,1,0
S01011187,294,80,142,37,29,2,1,0,0
S01011188,435,163,139,72,47,12,3,0,0
S01011189,351,144,108,44,47,6,1,0,0
S01011190,279,116,97,37,22,7,3,0,0
S01011191,231,83,88,26,23,9,1,1,1
S01011192,282,88,112,42,29,12,3,0,0
S01011193,297,104,102,44,33,11,5,0,0
S01011194,281,104,94,46,19,14,3,1,0
S01011195,312,87,116,50,41,14,5,0,1
S01011196,393,165,107,51,51,8,1,0,0
S01011197,348,108,109,58,53,22,4,0,0
S01011198,274,80,81,51,39,14,4,4,1
S01011199,483,157,175,86,52,13,4,0,0
S01011200,359,150,129,47,28,4,1,0,0
S01011201,288,95,113,41,24,8,2,0,2
S01011202,392,154,148,58,29,8,0,0,0
S01011203,362,150,122,55,28,4,0,0,0
S01011204,235,69,119,27,18,5,1,0,0
S01011205,233,20,57,63,80,10,0,0,1
S01011206,262,62,110,53,34,2,1,0,0
S01011207,329,135,101,49,30,7,3,0,0
S01011208,343,99,134,65,39,7,1,2,0
S01011209,266,89,98,42,30,5,1,1,0
S01011210,248,60,88,51,39,5,0,3,4
S01011211,253,50,97,59,35,7,1,1,0
S01011212,212,54,92,33,22,8,0,0,0
S01011213,480,129,177,85,58,15,7,5,0
S01011214,316,88,104,54,36,24,8,3,0
S01011215,217,82,55,43,21,9,3,0,2
S01011216,253,145,63,21,13,9,1,1,0
