Data zone code,Data zone name,Total population
S01007238,Brechin West - 04,803
S01007239,Brechin West - 05,986
S01007240,Letham and Glamis - 01,608
S01007241,Letham and Glamis - 02,611
S01007242,Letham and Glamis - 03,985
S01007243,Letham and Glamis - 04,637
S01007244,Letham and Glamis - 05,701
S01007245,Letham and Glamis - 06,684
S01007246,Letham and Glamis - 07,862
S01007247,Letham and Glamis - 08,668
S01007248,Forfar East - 01,717
S01007249,Forfar East - 02,489
S01007250,Forfar East - 03,719
S01007251,Forfar East - 04,485
S01007252,Forfar East - 05,700
S01007253,Forfar East - 06,1274
S01007254,Forfar Central - 01,674
S01007255,Forfar Central - 02,768
S01007256,Forfar Central - 03,798
S01007257,Forfar Central - 04,541
S01007258,Forfar Central - 05,736
S01007259,Forfar Central - 06,875
S01007260,Forfar West - 01,767
S01007261,Forfar West - 02,833
S01007262,Forfar West - 03,703
S01007263,Forfar West - 04,681
S01007264,Forfar West - 05,700
S01007265,Forfar West - 06,990
S01007266,Kirriemuir Landward - 01,640
S01007267,Kirriemuir Landward - 02,570
S01007268,Kirriemuir Landward - 03,611
S01007269,Kirriemuir Landward - 04,377
S01007270,Kirriemuir Landward - 05,541
S01007271,Kirriemuir - 01,930
S01007272,Kirriemuir - 02,851
S01007273,Kirriemuir - 03,621
S01007274,Kirriemuir - 04,770
S01007275,Kirriemuir - 05,584
S01007276,Kirriemuir - 06,926
S01007277,Kirriemuir - 07,722
S01007278,Kirriemuir - 08,507
S01007279,Angus Glens - 01,584
S01007280,Angus Glens - 02,578
S01007281,Angus Glens - 03,848
S01007282,Angus Glens - 04,533
S01007283,Angus Glens - 05,906
S01007284,"Mull, Iona, Coll and Tiree - 01",863
S01007285,"Mull, Iona, Coll and Tiree - 02",934
S01007286,"Mull, Iona, Coll and Tiree - 03",1037
S01007287,"Mull, Iona, Coll and Tiree - 04",637
S01007288,"Mull, Iona, Coll and Tiree - 05",643
S01007289,Oban South - 01,836
S01007290,Oban South - 02,999
S01007291,Oban South - 03,618
S01007292,Oban South - 04,652
S01007293,Oban South - 05,651
S01007294,Oban South - 06,886
S01007295,Oban South - 07,402
S01007296,Oban South - 08,540
S01007297,Oban North - 01,829
S01007298,Oban North - 02,508
S01007299,Oban North - 03,690
S01007300,Oban North - 04,440
S01007301,Benderloch Trail - 01,1290
S01007302,Benderloch Trail - 02,554
S01007303,Benderloch Trail - 03,1043
S01007304,Benderloch Trail - 04,746
S01007305,Benderloch Trail - 05,731
S01007306,Benderloch Trail - 06,787
S01007307,Benderloch Trail - 07,901
S01007308,Loch Awe - 01,831
S01007309,Loch Awe - 02,746
S01007310,Loch Awe - 03,814
S01007311,Mid Argyll - 01,755
S01007312,Mid Argyll - 02,728
S01007313,Mid Argyll - 03,1034
S01007314,Mid Argyll - 04,643
S01007315,Greater Lochgilphead - 01,745
S01007316,Greater Lochgilphead - 02,827
S01007317,Greater Lochgilphead - 03,826
S01007318,Greater Lochgilphead - 04,554
S01007319,Greater Lochgilphead - 05,713
S01007320,Knapdale - 01,766
S01007321,Knapdale - 02,646
S01007322,Knapdale - 03,702
S01007323,Knapdale - 04,432
S01007324,Whisky Isles - 01,368
S01007325,Whisky Isles - 02,827
S01007326,Whisky Isles - 03,1000
S01007327,Whisky Isles - 04,695
S01007328,Whisky Isles - 05,661
S01007329,Kintyre Trail - 01,785
S01007330,Kintyre Trail - 02,730
S01007331,Kintyre Trail - 03,1031
S01007332,Kintyre Trail - 04,493
S01007333,Campbeltown - 01,657
S01007334,Campbeltown - 02,548
S01007335,Campbeltown - 03,783
S01007336,Campbeltown - 04,503
S01007337,Campbeltown - 05,607
S01007338,Campbeltown - 06,686
S01007339,Campbeltown - 07,607
S01007340,Bute - 01,497
S01007341,Bute - 02,685
S01007342,Bute - 03,707
S01007343,Bute - 04,686
S01007344,Rothesay Town - 01,393
S01007345,Rothesay Town - 02,502
S01007346,Rothesay Town - 03,493
S01007347,Rothesay Town - 04,579
S01007348,Rothesay Town - 05,536
S01007349,Rothesay Town - 06,414
S01007350,Rothesay Town - 07,510
S01007351,Cowal South - 01,753
S01007352,Cowal South - 02,558
S01007353,Cowal South - 03,660
S01007354,Cowal South - 04,719
S01007355,Cowal North - 01,1025
S01007356,Cowal North - 02,667
S01007357,Cowal North - 03,702
S01007358,Cowal North - 04,799
S01007359,Hunter's Quay - 01,859
S01007360,Hunter's Quay - 02,504
S01007361,Hunter's Quay - 03,944
S01007362,Hunter's Quay - 04,714
S01007363,Hunter's Quay - 05,645
S01007364,Hunter's Quay - 06,774
S01007365,Hunter's Quay - 07,466
S01007366,Dunoon - 01,491
S01007367,Dunoon - 02,490
S01007368,Dunoon - 03,564
S01007369,Dunoon - 04,685
S01007370,Dunoon - 05,639
S01007371,Dunoon - 06,619
S01007372,Dunoon - 07,840
S01007373,Garelochhead - 01,538
S01007374,Garelochhead - 02,440
S01007375,Garelochhead - 03,403
S01007376,Garelochhead - 04,766
S01007377,Garelochhead - 05,604
S01007378,Garelochhead - 06,2791
S01007379,Garelochhead - 07,598
S01007380,Garelochhead - 08,547
S01007381,Helensburgh West and Rhu - 01,534
S01007382,Helensburgh West and Rhu - 02,629
S01007383,Helensburgh West and Rhu - 03,714
S01007384,Helensburgh West and Rhu - 04,823
S01007385,Helensburgh West and Rhu - 05,838
S01007386,Helensburgh West and Rhu - 06,785
S01007387,Helensburgh North - 01,756
S01007388,Helensburgh North - 02,596
S01007389,Helensburgh North - 03,609
S01007390,Helensburgh North - 04,590
S01007391,Helensburgh North - 05,527
S01007392,Helensburgh North - 06,442
S01007393,Helensburgh North - 07,808
S01007394,Helensburgh Centre - 01,625
S01007395,Helensburgh Centre - 02,888
S01007396,Helensburgh Centre - 03,673
S01007397,Helensburgh Centre - 04,906
S01007398,Helensburgh East - 01,621
S01007399,Helensburgh East - 02,565
S01007400,Helensburgh East - 03,651
S01007401,Helensburgh East - 04,740
S01007402,Helensburgh East - 05,593
S01007403,Helensburgh East - 06,1282
S01007404,Lomond Shore - 01,526
S01007405,Lomond Shore - 02,625
S01007406,Lomond Shore - 03,673
S01007407,Lomond Shore - 04,622
S01007408,Lomond Shore - 05,523
S01007409,Tullibody South - 01,709
S01007410,Tullibody South - 02,653
S01007411,Tullibody South - 03,844
S01007412,Tullibody South - 04,436
S01007413,Tullibody South - 05,869
S01007414,Tullibody South - 06,681
S01007415,Tullibody North and Glenochil - 01,885
S01007416,Tullibody North and Glenochil - 02,536
S01007417,Tullibody North and Glenochil - 03,993
S01007418,Tullibody North and Glenochil - 04,642
S01007419,Tullibody North and Glenochil - 05,872
S01007420,Tullibody North and Glenochil - 06,1476
S01007421,Menstrie - 01,676
S01007422,Menstrie - 02,607
S01007423,Menstrie - 03,784
S01007424,Menstrie - 04,761
S01007425,Alva - 01,835
S01007426,Alva - 02,860
S01007427,Alva - 03,582
S01007428,Alva - 04,815
S01007429,Alva - 05,889
S01007430,Alva - 06,396
S01007431,Alva - 07,445
S01007432,"Fishcross, Devon Village and Coalsnaughton - 01",911
S01007433,"Fishcross, Devon Village and Coalsnaughton - 02",1048
S01007434,"Fishcross, Devon Village and Coalsnaughton - 03",452
S01007435,Tillicoultry - 01,654
S01007436,Tillicoultry - 02,629
S01007437,Tillicoultry - 03,405
S01007438,Tillicoultry - 04,604
S01007439,Tillicoultry - 05,652
S01007440,Tillicoultry - 06,612
S01007441,Tillicoultry - 07,488
S01007442,Tillicoultry - 08,429
S01007443,Dollar and Muckhart - 01,890
S01007444,Dollar and Muckhart - 02,1079
S01007445,Dollar and Muckhart - 03,631
S01007446,Dollar and Muckhart - 04,463
S01007447,Dollar and Muckhart - 05,489
S01007448,"Clackmannan, Kennet and Forestmill - 01",960
S01007449,"Clackmannan, Kennet and Forestmill - 02",883
S01007450,"Clackmannan, Kennet and Forestmill - 03",675
S01007451,"Clackmannan, Kennet and Forestmill - 04",568
S01007452,"Clackmannan, Kennet and Forestmill - 05",1269
S01007453,"Clackmannan, Kennet and Forestmill - 06",821
S01007454,Sauchie - 01,549
S01007455,Sauchie - 02,834
S01007456,Sauchie - 03,792
S01007457,Sauchie - 04,965
S01007458,Sauchie - 05,472
S01007459,Sauchie - 06,577
S01007460,Sauchie - 07,789
S01007461,Alloa South and East - 01,623
S01007462,Alloa South and East - 02,713
S01007463,Alloa South and East - 03,1069
S01007464,Alloa South and East - 04,663
S01007465,Alloa South and East - 05,742
S01007466,Alloa South and East - 06,931
S01007467,Alloa North - 01,955
S01007468,Alloa North - 02,563
S01007469,Alloa North - 03,917
S01007470,Alloa North - 04,651
S01007471,Alloa North - 05,424
S01007472,Alloa North - 06,566
S01007473,Alloa North - 07,413
S01007474,Alloa North - 08,483
S01007475,Alloa North - 09,800
S01007476,Alloa West - 01,748
S01007477,Alloa West - 02,483
S01007478,Alloa West - 03,916
S01007479,Alloa West - 04,566
S01007480,Alloa West - 05,688
S01007481,Stranraer West - 01,923
S01007482,Stranraer West - 02,432
S01007483,Stranraer West - 03,665
S01007484,Stranraer West - 04,467
S01007485,Stranraer West - 05,320
S01007486,Stranraer West - 06,680
S01007487,Stranraer East - 01,677
S01007488,Stranraer East - 02,956
S01007489,Stranraer East - 03,782
S01007490,Stranraer South - 01,920
S01007491,Stranraer South - 02,1142
S01007492,Stranraer South - 03,545
S01007493,Stranraer South - 04,723
S01007494,Rhins North - 01,514
S01007495,Rhins North - 02,762
S01007496,Rhins North - 03,776
S01007497,Rhins North - 04,605
S01007498,Rhins North - 05,705
S01007499,Rhins South - 01,842
S01007500,Rhins South - 02,527
S01007501,Rhins South - 03,684
S01007502,Machars North - 01,431
S01007503,Machars North - 02,935
S01007504,Machars North - 03,590
S01007505,Machars North - 04,367
S01007506,Machars South - 01,547
S01007507,Machars South - 02,850
S01007508,Machars South - 03,657
S01007509,Machars South - 04,594
S01007510,Machars South - 05,981
S01007511,Machars South - 06,715
S01007512,Machars South - 07,490
S01007513,Newton Stewart - 01,939
S01007514,Newton Stewart - 02,531
S01007515,Newton Stewart - 03,690
S01007516,Newton Stewart - 04,571
S01007517,Newton Stewart - 05,474
S01007518,Newton Stewart - 06,753
S01007519,Newton Stewart - 07,381
S01007520,Newton Stewart - 08,1008
S01007521,Gatehouse - 01,478
S01007522,Gatehouse - 02,1012
S01007523,Gatehouse - 03,584
S01007524,Gatehouse - 04,896
S01007525,Gatehouse - 05,610
S01007526,Kirkcudbright - 01,679
S01007527,Kirkcudbright - 02,829
S01007528,Kirkcudbright - 03,641
S01007529,Kirkcudbright - 04,616
S01007530,Kirkcudbright - 05,574
S01007531,Kirkcudbright - 06,610
S01007532,Kirkcudbright - 07,518
S01007533,Kirkcudbright - 08,405
S01007534,Castle Douglas - 01,928
S01007535,Castle Douglas - 02,967
S01007536,Castle Douglas - 03,919
S01007537,Castle Douglas - 04,1052
S01007538,Castle Douglas - 05,881
S01007539,Dalbeattie - 01,640
S01007540,Dalbeattie - 02,881
S01007541,Dalbeattie - 03,796
S01007542,Dalbeattie - 04,837
S01007543,Dalbeattie - 05,984
S01007544,Dalbeattie Rural - 01,1039
S01007545,Dalbeattie Rural - 02,787
S01007546,Dalbeattie Rural - 03,514
S01007547,Glenkens - 01,618
S01007548,Glenkens - 02,660
S01007549,Glenkens - 03,726
S01007550,Glenkens - 04,893
S01007551,Glenkens - 05,725
S01007552,Upper Nithsdale - 01,902
S01007553,Upper Nithsdale - 02,759
S01007554,Upper Nithsdale - 03,418
S01007555,Upper Nithsdale - 04,540
S01007556,Upper Nithsdale - 05,459
S01007557,Upper Nithsdale - 06,1033
S01007558,Upper Nithsdale - 07,422
S01007559,Thornhill - 01,666
S01007560,Thornhill - 02,947
S01007561,Thornhill - 03,720
S01007562,Thornhill - 04,778
S01007563,Thornhill - 05,757
S01007564,Mid Nithsdale - 01,700
S01007565,Mid Nithsdale - 02,1001
S01007566,Mid Nithsdale - 03,604
S01007567,Mid Nithsdale - 04,551
S01007568,Mid Nithsdale - 05,641
S01007569,Mid Nithsdale - 06,814
S01007570,Shawhead - 01,1033
S01007571,Shawhead - 02,517
S01007572,Shawhead - 03,1079
S01007573,Shawhead - 04,922
S01007574,Lochside and Lincluden - 01,894
S01007575,Lochside and Lincluden - 02,642
S01007576,Lochside and Lincluden - 03,528
S01007577,Lochside and Lincluden - 04,687
S01007578,Lochside and Lincluden - 05,692
S01007579,Lochside and Lincluden - 06,596
S01007580,Lochside and Lincluden - 07,770
S01007581,Lochside and Lincluden - 08,512
S01007582,Summerville - 01,648
S01007583,Summerville - 02,959
S01007584,Summerville - 03,604
S01007585,Summerville - 04,946
S01007586,Summerville - 05,737
S01007587,Summerville - 06,776
S01007588,Troqueer - 01,823
S01007589,Troqueer - 02,695
S01007590,Troqueer - 03,628
S01007591,Troqueer - 04,550
S01007592,Troqueer - 05,624
S01007593,New Abbey - 01,1045
S01007594,New Abbey - 02,816
S01007595,New Abbey - 03,1019
S01007596,New Abbey - 04,429
S01007597,Kingholm - 01,552
S01007598,Kingholm - 02,595
S01007599,Kingholm - 03,901
S01007600,Kingholm - 04,954
S01007601,Calside - 01,625
S01007602,Calside - 02,578
S01007603,Calside - 03,746
S01007604,Calside - 04,796
S01007605,Georgetown - 01,758
S01007606,Georgetown - 02,601
S01007607,Georgetown - 03,599
S01007608,Georgetown - 04,780
S01007609,Dumfries Central - 01,918
S01007610,Dumfries Central - 02,549
S01007611,Dumfries Central - 03,894
S01007612,Dumfries Central - 04,1243
S01007613,Nunholm - 01,674
S01007614,Nunholm - 02,869
S01007615,Nunholm - 03,961
S01007616,Nunholm - 04,659
S01007617,Locharbriggs - 01,468
S01007618,Locharbriggs - 02,480
S01007619,Locharbriggs - 03,657
S01007620,Locharbriggs - 04,639
S01007621,Locharbriggs - 05,599
S01007622,Heathhall - 01,520
S01007623,Heathhall - 02,564
S01007624,Heathhall - 03,581
S01007625,Heathhall - 04,465
S01007626,Heathhall - 05,589
S01007627,Collin - 01,2085
S01007628,Collin - 02,627
S01007629,Collin - 03,643
S01007630,Collin - 04,847
S01007631,Lochmaben - 01,596
S01007632,Lochmaben - 02,916
S01007633,Lochmaben - 03,1011
S01007634,Lochmaben - 04,692
S01007635,Lockerbie - 01,748
S01007636,Lockerbie - 02,1010
S01007637,Lockerbie - 03,935
S01007638,Lockerbie - 04,804
S01007639,Lockerbie - 05,901
S01007640,Lockerbie - 06,686
S01007641,Moffat - 01,861
S01007642,Moffat - 02,856
S01007643,Moffat - 03,853
S01007644,Moffat - 04,783
S01007645,Moffat - 05,497
S01007646,Langholm and Eskdale - 01,551
S01007647,Langholm and Eskdale - 02,672
S01007648,Langholm and Eskdale - 03,722
S01007649,Langholm and Eskdale - 04,797
S01007650,Langholm and Eskdale - 05,853
S01007651,Annandale East - 01,556
S01007652,Annandale East - 02,579
S01007653,Annandale East - 03,803
S01007654,Annandale East - 04,1138
S01007655,Annandale East - 05,733
S01007656,Annandale West - 01,763
S01007657,Annandale West - 02,397
S01007658,Annandale West - 03,447
S01007659,Annandale West - 04,845
S01007660,Annan West - 01,801
S01007661,Annan West - 02,694
S01007662,Annan West - 03,876
S01007663,Annan West - 04,788
S01007664,Annan East - 01,522
S01007665,Annan East - 02,716
S01007666,Annan East - 03,396
S01007667,Annan East - 04,637
S01007668,Annan East - 05,977
S01007669,Annan East - 06,585
S01007670,Annan East - 07,658
S01007671,Annan East - 08,924
S01007672,Eastriggs - 01,893
S01007673,Eastriggs - 02,593
S01007674,Eastriggs - 03,709
S01007675,Eastriggs - 04,659
S01007676,Gretna - 01,611
S01007677,Gretna - 02,800
S01007678,Gretna - 03,692
S01007679,Gretna - 04,745
S01007680,Gretna - 05,773
S01007681,Gretna - 06,367
S01007682,Westend - 01,882
S01007683,Westend - 02,717
S01007684,Westend - 03,780
S01007685,Westend - 04,804
S01007686,Westend - 05,677
S01007687,Westend - 06,857
S01007688,Westend - 07,992
S01007689,Perth Road - 01,547
S01007690,Perth Road - 02,1016
S01007691,Perth Road - 03,3127
S01007692,Perth Road - 04,837
S01007693,Perth Road - 05,1138
S01007694,Perth Road - 06,1082
S01007695,Logie and Blackness - 01,886
S01007696,Logie and Blackness - 02,780
S01007697,Logie and Blackness - 03,993
S01007698,Logie and Blackness - 04,1079
S01007699,Logie and Blackness - 05,782
S01007700,Logie and Blackness - 06,941
S01007701,City Centre - 01,557
S01007702,City Centre - 02,948
S01007703,City Centre - 03,809
S01007704,City Centre - 04,912
S01007705,City Centre - 05,878
S01007706,City Centre - 06,902
S01007707,Docks and Wellgate - 01,1071
S01007708,Docks and Wellgate - 02,664
S01007709,Docks and Wellgate - 03,570
S01007710,Docks and Wellgate - 04,813
S01007711,Docks and Wellgate - 05,1094
S01007712,Docks and Wellgate - 06,720
S01007713,Docks and Wellgate - 07,498
S01007714,Hilltown - 01,699
S01007715,Hilltown - 02,861
S01007716,Hilltown - 03,972
S01007717,Hilltown - 04,663
S01007718,Hilltown - 05,732
S01007719,Hilltown - 06,830
S01007720,The Glens - 01,762
S01007721,The Glens - 02,873
S01007722,The Glens - 03,1113
S01007723,The Glens - 04,886
S01007724,The Glens - 05,599
S01007725,The Glens - 06,749
S01007726,Stobswell - 01,852
S01007727,Stobswell - 02,1024
S01007728,Stobswell - 03,971
S01007729,Stobswell - 04,915
S01007730,Stobswell - 05,626
S01007731,Stobswell - 06,746
S01007732,Stobswell - 07,668
S01007733,Baxter Park - 01,916
S01007734,Baxter Park - 02,839
S01007735,Baxter Park - 03,788
S01007736,Baxter Park - 04,568
S01007737,Craigie and  Craigiebank - 01,985
S01007738,Craigie and  Craigiebank - 02,743
S01007739,Craigie and  Craigiebank - 03,445
S01007740,Craigie and  Craigiebank - 04,521
S01007741,Craigie and  Craigiebank - 05,614
S01007742,Craigie and  Craigiebank - 06,696
S01007743,Douglas West - 01,827
S01007744,Douglas West - 02,700
S01007745,Douglas West - 03,597
S01007746,Douglas West - 04,792
S01007747,Douglas West - 05,451
S01007748,Douglas West - 06,630
S01007749,West Ferry - 01,671
S01007750,West Ferry - 02,832
S01007751,West Ferry - 03,751
S01007752,West Ferry - 04,745
S01007753,Douglas East - 01,503
S01007754,Douglas East - 02,854
S01007755,Douglas East - 03,693
S01007756,Douglas East - 04,525
S01007757,Broughty Ferry West - 01,829
