Data zone code,Data zone name,Total population
S01010119,North Barlanark and Easterhouse South - 02,501
S01010120,North Barlanark and Easterhouse South - 03,1138
S01010121,North Barlanark and Easterhouse South - 04,465
S01010122,North Barlanark and Easterhouse South - 05,465
S01010123,Barlanark - 01,757
S01010124,Barlanark - 02,625
S01010125,Barlanark - 03,433
S01010126,Barlanark - 04,732
S01010127,Barlanark - 05,587
S01010128,Barlanark - 06,564
S01010129,Barlanark - 07,761
S01010130,Barlanark - 08,900
S01010131,Greenfield - 01,828
S01010132,Greenfield - 02,868
S01010133,Greenfield - 03,643
S01010134,Greenfield - 04,994
S01010135,Greenfield - 05,766
S01010136,Greenfield - 06,768
S01010137,Shettleston North - 01,884
S01010138,Shettleston North - 02,789
S01010139,Shettleston North - 03,901
S01010140,Shettleston North - 04,755
S01010141,Shettleston North - 05,904
S01010142,Tollcross - 01,712
S01010143,Tollcross - 02,727
S01010144,Tollcross - 03,692
S01010145,Tollcross - 04,706
S01010146,Tollcross - 05,668
S01010147,Old Shettleston and Parkhead North - 01,941
S01010148,Old Shettleston and Parkhead North - 02,1278
S01010149,Old Shettleston and Parkhead North - 03,1214
S01010150,Old Shettleston and Parkhead North - 04,824
S01010151,Old Shettleston and Parkhead North - 05,783
S01010152,Carntyne - 01,702
S01010153,Carntyne - 02,943
S01010154,Carntyne - 03,845
S01010155,Carntyne - 04,764
S01010156,"Cranhill, Lightburn and Queenslie South - 01",477
S01010157,"Cranhill, Lightburn and Queenslie South - 02",594
S01010158,"Cranhill, Lightburn and Queenslie South - 03",805
S01010159,"Cranhill, Lightburn and Queenslie South - 04",702
S01010160,"Cranhill, Lightburn and Queenslie South - 05",474
S01010161,"Cranhill, Lightburn and Queenslie South - 06",618
S01010162,"Cranhill, Lightburn and Queenslie South - 07",854
S01010163,"Cranhill, Lightburn and Queenslie South - 08",859
S01010164,"Cranhill, Lightburn and Queenslie South - 09",836
S01010165,Craigend and Ruchazie - 01,730
S01010166,Craigend and Ruchazie - 02,1104
S01010167,Craigend and Ruchazie - 03,706
S01010168,Craigend and Ruchazie - 04,478
S01010169,Craigend and Ruchazie - 05,736
S01010170,Craigend and Ruchazie - 06,463
S01010171,Craigend and Ruchazie - 07,1011
S01010172,Riddrie and Hogganfield - 01,744
S01010173,Riddrie and Hogganfield - 02,749
S01010174,Riddrie and Hogganfield - 03,1355
S01010175,Riddrie and Hogganfield - 04,511
S01010176,Riddrie and Hogganfield - 05,709
S01010177,Riddrie and Hogganfield - 06,710
S01010178,Riddrie and Hogganfield - 07,907
S01010179,Blackhill and Barmulloch East - 01,783
S01010180,Blackhill and Barmulloch East - 02,839
S01010181,Blackhill and Barmulloch East - 03,571
S01010182,Blackhill and Barmulloch East - 04,579
S01010183,Blackhill and Barmulloch East - 05,463
S01010184,Blackhill and Barmulloch East - 06,607
S01010185,Blackhill and Barmulloch East - 07,776
S01010186,Robroyston and Millerston - 01,585
S01010187,Robroyston and Millerston - 02,508
S01010188,Robroyston and Millerston - 03,1956
S01010189,Robroyston and Millerston - 04,947
S01010190,Robroyston and Millerston - 05,880
S01010191,Robroyston and Millerston - 06,667
S01010192,Robroyston and Millerston - 07,856
S01010193,Robroyston and Millerston - 08,791
S01010194,Balornock - 01,631
S01010195,Balornock - 02,565
S01010196,Balornock - 03,595
S01010197,Balornock - 04,613
S01010198,Balornock - 05,1027
S01010199,Barmulloch - 01,578
S01010200,Barmulloch - 02,671
S01010201,Barmulloch - 03,614
S01010202,Barmulloch - 04,766
S01010203,Petershill - 01,618
S01010204,Petershill - 02,677
S01010205,Petershill - 03,519
S01010206,Petershill - 04,0
S01010207,Petershill - 05,255
S01010208,Petershill - 06,900
S01010209,Springburn - 01,1081
S01010210,Springburn - 02,840
S01010211,Springburn - 03,700
S01010212,Springburn - 04,1265
S01010213,Springburn - 05,862
S01010214,Springburn East and Cowlairs - 01,885
S01010215,Springburn East and Cowlairs - 02,874
S01010216,Springburn East and Cowlairs - 03,555
S01010217,Springburn East and Cowlairs - 04,597
S01010218,Springburn East and Cowlairs - 05,982
S01010219,Cowlairs and Port Dundas - 01,126
S01010220,Cowlairs and Port Dundas - 02,474
S01010221,Cowlairs and Port Dundas - 03,723
S01010222,Cowlairs and Port Dundas - 04,717
S01010223,Cowlairs and Port Dundas - 05,499
S01010224,Cowlairs and Port Dundas - 06,1098
S01010225,Sighthill - 01,820
S01010226,Sighthill - 02,0
S01010227,Sighthill - 03,1
S01010228,"Roystonhill, Blochairn, and Provanmill - 01",1091
S01010229,"Roystonhill, Blochairn, and Provanmill - 02",1273
S01010230,"Roystonhill, Blochairn, and Provanmill - 03",1148
S01010231,"Roystonhill, Blochairn, and Provanmill - 04",967
S01010232,"Roystonhill, Blochairn, and Provanmill - 05",768
S01010233,"Roystonhill, Blochairn, and Provanmill - 06",764
S01010234,Dennistoun North - 01,971
S01010235,Dennistoun North - 02,802
S01010236,Dennistoun North - 03,740
S01010237,Dennistoun North - 04,690
S01010238,Dennistoun North - 05,765
S01010239,Alexandra Parade - 01,738
S01010240,Alexandra Parade - 02,659
S01010241,Alexandra Parade - 03,942
S01010242,Carntyne West and Haghill - 01,621
S01010243,Carntyne West and Haghill - 02,970
S01010244,Carntyne West and Haghill - 03,577
S01010245,Carntyne West and Haghill - 04,747
S01010246,Carntyne West and Haghill - 05,849
S01010247,Carntyne West and Haghill - 06,715
S01010248,Dennistoun - 01,839
S01010249,Dennistoun - 02,634
S01010250,Dennistoun - 03,728
S01010251,Dennistoun - 04,587
S01010252,Dennistoun - 05,588
S01010253,Dennistoun - 06,633
S01010254,Gallowgate North and Bellgrove - 01,872
S01010255,Gallowgate North and Bellgrove - 02,1037
S01010256,Gallowgate North and Bellgrove - 03,861
S01010257,Gallowgate North and Bellgrove - 04,2208
S01010258,Gallowgate North and Bellgrove - 05,1361
S01010259,City Centre East - 01,1981
S01010260,City Centre East - 02,2253
S01010261,City Centre East - 03,3414
S01010262,City Centre East - 04,787
S01010263,City Centre East - 05,650
S01010264,City Centre East - 06,937
S01010265,City Centre East - 07,965
S01010266,City Centre West - 01,753
S01010267,City Centre West - 02,731
S01010268,City Centre West - 03,813
S01010269,City Centre West - 04,502
S01010270,City Centre West - 05,2047
S01010271,City Centre West - 06,1429
S01010272,City Centre South - 01,1359
S01010273,City Centre South - 02,991
S01010274,City Centre South - 03,1124
S01010275,City Centre South - 04,758
S01010276,Anderston - 01,1089
S01010277,Anderston - 02,805
S01010278,Anderston - 03,740
S01010279,Anderston - 04,670
S01010280,Anderston - 05,946
S01010281,Anderston - 06,844
S01010282,Finnieston and Kelvinhaugh - 01,1013
S01010283,Finnieston and Kelvinhaugh - 02,1062
S01010284,Finnieston and Kelvinhaugh - 03,2447
S01010285,Finnieston and Kelvinhaugh - 04,857
S01010286,Finnieston and Kelvinhaugh - 05,2443
S01010287,Finnieston and Kelvinhaugh - 06,733
S01010288,Finnieston and Kelvinhaugh - 07,1258
S01010289,Woodlands - 01,900
S01010290,Woodlands - 02,738
S01010291,Woodlands - 03,1163
S01010292,Woodlands - 04,859
S01010293,Woodlands - 05,1015
S01010294,Woodlands - 06,688
S01010295,Woodlands - 07,1005
S01010296,Woodlands - 08,680
S01010297,Woodside - 01,1351
S01010298,Woodside - 02,815
S01010299,Woodside - 03,611
S01010300,Woodside - 04,930
S01010301,Firhill - 01,416
S01010302,Firhill - 02,658
S01010303,Firhill - 03,695
S01010304,Firhill - 04,744
S01010305,Firhill - 05,873
S01010306,Firhill - 06,613
S01010307,Firhill - 07,769
S01010308,Firhill - 08,1081
S01010309,Keppochhill - 01,245
S01010310,Keppochhill - 02,694
S01010311,Keppochhill - 03,744
S01010312,Keppochhill - 04,880
S01010313,Keppochhill - 05,621
S01010314,Keppochhill - 06,1579
S01010315,Ruchill - 01,866
S01010316,Ruchill - 02,608
S01010317,Ruchill - 03,1012
S01010318,Ruchill - 04,2127
S01010319,Ruchill - 05,704
S01010320,Ruchill - 06,854
S01010321,Ruchill - 07,822
S01010322,Ruchill - 08,920
S01010323,Possil Park - 01,665
S01010324,Possil Park - 02,750
S01010325,Possil Park - 03,902
S01010326,Possil Park - 04,1226
S01010327,Possil Park - 05,964
S01010328,Possil Park - 06,999
S01010329,Possil Park - 07,599
S01010330,Milton West - 01,592
S01010331,Milton West - 02,929
S01010332,Milton West - 03,848
S01010333,Milton West - 04,1047
S01010334,Milton West - 05,1079
S01010335,Milton East - 01,901
S01010336,Milton East - 02,616
S01010337,Milton East - 03,786
S01010338,Milton East - 04,496
S01010339,Milton East - 05,565
S01010340,Summerston Central and West - 01,789
S01010341,Summerston Central and West - 02,623
S01010342,Summerston Central and West - 03,542
S01010343,Summerston Central and West - 04,804
S01010344,Summerston Central and West - 05,703
S01010345,Summerston Central and West - 06,849
S01010346,Summerston North - 01,898
S01010347,Summerston North - 02,1153
S01010348,Summerston North - 03,786
S01010349,Summerston North - 04,815
S01010350,Maryhill East - 01,1046
S01010351,Maryhill East - 02,885
S01010352,Maryhill East - 03,535
S01010353,Maryhill East - 04,1022
S01010354,Maryhill West - 01,735
S01010355,Maryhill West - 02,845
S01010356,Maryhill West - 03,805
S01010357,Maryhill West - 04,513
S01010358,Wyndford - 01,860
S01010359,Wyndford - 02,947
S01010360,Wyndford - 03,782
S01010361,Wyndford - 04,670
S01010362,Wyndford - 05,644
S01010363,Kelvindale - 01,793
S01010364,Kelvindale - 02,960
S01010365,Kelvindale - 03,886
S01010366,Kelvindale - 04,1015
S01010367,Kelvindale - 05,1725
S01010368,Kelvindale - 06,861
S01010369,North Kelvin - 01,669
S01010370,North Kelvin - 02,744
S01010371,North Kelvin - 03,1152
S01010372,North Kelvin - 04,641
S01010373,North Kelvin - 05,807
S01010374,Kelvingrove and University - 01,933
S01010375,Kelvingrove and University - 02,609
S01010376,Kelvingrove and University - 03,709
S01010377,Kelvingrove and University - 04,942
S01010378,Kelvingrove and University - 05,736
S01010379,Kelvingrove and University - 06,1148
S01010380,Kelvingrove and University - 07,996
S01010381,Hillhead - 01,538
S01010382,Hillhead - 02,756
S01010383,Hillhead - 03,657
S01010384,Hillhead - 04,1766
S01010385,Hillhead - 05,838
S01010386,Hillhead - 06,1462
S01010387,Hillhead - 07,2185
S01010388,Glasgow Harbour and Partick South - 01,982
S01010389,Glasgow Harbour and Partick South - 02,1157
S01010390,Glasgow Harbour and Partick South - 03,1093
S01010391,Glasgow Harbour and Partick South - 04,807
S01010392,Glasgow Harbour and Partick South - 05,804
S01010393,Partick - 01,987
S01010394,Partick - 02,965
S01010395,Partick - 03,1020
S01010396,Partick - 04,1055
S01010397,Partickhill and Hyndland - 01,675
S01010398,Partickhill and Hyndland - 02,1066
S01010399,Partickhill and Hyndland - 03,1104
S01010400,Partickhill and Hyndland - 04,1084
S01010401,Partickhill and Hyndland - 05,731
S01010402,Partickhill and Hyndland - 06,1029
S01010403,Dowanhill - 01,1087
S01010404,Dowanhill - 02,952
S01010405,Dowanhill - 03,951
S01010406,Dowanhill - 04,950
S01010407,Dowanhill - 05,901
S01010408,Kelvinside and Jordanhill - 01,593
S01010409,Kelvinside and Jordanhill - 02,543
S01010410,Kelvinside and Jordanhill - 03,773
S01010411,Kelvinside and Jordanhill - 04,1112
S01010412,Kelvinside and Jordanhill - 05,840
S01010413,Kelvinside and Jordanhill - 06,840
S01010414,Kelvinside and Jordanhill - 07,1013
S01010415,Broomhill - 01,1114
S01010416,Broomhill - 02,650
S01010417,Broomhill - 03,577
S01010418,Broomhill - 04,1050
S01010419,Broomhill - 05,991
S01010420,Victoria Park - 01,713
S01010421,Victoria Park - 02,819
S01010422,Victoria Park - 03,1043
S01010423,Whiteinch - 01,820
S01010424,Whiteinch - 02,816
S01010425,Whiteinch - 03,1008
S01010426,Whiteinch - 04,673
S01010427,Scotstoun North and East - 01,970
S01010428,Scotstoun North and East - 02,688
S01010429,Scotstoun North and East - 03,1047
S01010430,Scotstoun North and East - 04,966
S01010431,Scotstoun North and East - 05,634
S01010432,Scotstoun South and West - 01,816
S01010433,Scotstoun South and West - 02,595
S01010434,Scotstoun South and West - 03,711
S01010435,Scotstoun South and West - 04,627
S01010436,Scotstoun South and West - 05,803
S01010437,Yoker South - 01,544
S01010438,Yoker South - 02,825
S01010439,Yoker South - 03,897
S01010440,Yoker South - 04,682
S01010441,Yoker South - 05,959
S01010442,Yoker South - 06,739
S01010443,Yoker North - 01,577
S01010444,Yoker North - 02,618
S01010445,Yoker North - 03,907
S01010446,Yoker North - 04,765
S01010447,Knightswood West - 01,956
S01010448,Knightswood West - 02,732
S01010449,Knightswood West - 03,741
S01010450,Knightswood East - 01,762
S01010451,Knightswood East - 02,937
S01010452,Knightswood East - 03,761
S01010453,Knightswood East - 04,641
S01010454,Knightswood East - 05,807
S01010455,Knightswood Park West - 01,732
S01010456,Knightswood Park West - 02,536
S01010457,Knightswood Park West - 03,421
S01010458,Knightswood Park West - 04,719
S01010459,Knightswood Park West - 05,470
S01010460,Knightswood Park East - 01,678
S01010461,Knightswood Park East - 02,704
S01010462,Knightswood Park East - 03,989
S01010463,Knightswood Park East - 04,770
S01010464,Knightswood Park East - 05,510
S01010465,Anniesland East - 01,888
S01010466,Anniesland East - 02,802
S01010467,Anniesland East - 03,831
S01010468,Anniesland East - 04,910
S01010469,Anniesland East - 05,626
S01010470,Anniesland West - 01,769
S01010471,Anniesland West - 02,698
S01010472,Anniesland West - 03,777
S01010473,Anniesland West - 04,769
S01010474,Anniesland West - 05,681
S01010475,Anniesland West - 06,757
S01010476,Anniesland West - 07,1322
S01010477,Anniesland West - 08,830
S01010478,Blairdardie East - 01,789
S01010479,Blairdardie East - 02,1055
S01010480,Blairdardie East - 03,619
S01010481,Blairdardie East - 04,626
S01010482,Blairdardie East - 05,776
S01010483,Blairdardie East - 06,1121
S01010484,Blairdardie East - 07,545
S01010485,Blairdardie West - 01,964
S01010486,Blairdardie West - 02,865
S01010487,Blairdardie West - 03,1099
S01010488,Drumchapel South - 01,707
S01010489,Drumchapel South - 02,1067
S01010490,Drumchapel South - 03,648
S01010491,Drumchapel North - 01,764
S01010492,Drumchapel North - 02,615
S01010493,Drumchapel North - 03,740
S01010494,Drumchapel North - 04,528
S01010495,Drumchapel North - 05,826
S01010496,Drumry East - 01,978
S01010497,Drumry East - 02,543
S01010498,Drumry East - 03,925
S01010499,Drumry East - 04,922
S01010500,Drumry West - 01,969
S01010501,Drumry West - 02,1106
S01010502,Drumry West - 03,730
S01010503,Drumry West - 04,656
S01010504,Lochaber West - 01,597
S01010505,Lochaber West - 02,533
S01010506,Lochaber West - 03,935
S01010507,Lochaber West - 04,693
S01010508,Lochaber West - 05,1096
S01010509,Lochaber West - 06,964
S01010510,Fort William North - 01,1000
S01010511,Fort William North - 02,828
S01010512,Fort William North - 03,607
S01010513,Fort William North - 04,744
S01010514,Fort William North - 05,648
S01010515,Fort William North - 06,710
S01010516,Fort William South - 01,632
S01010517,Fort William South - 02,760
S01010518,Fort William South - 03,599
S01010519,Fort William South - 04,737
S01010520,Fort William South - 05,843
S01010521,Fort William South - 06,772
S01010522,Fort William South - 07,759
S01010523,Fort William South - 08,647
S01010524,Lochaber East and North - 01,543
S01010525,Lochaber East and North - 02,624
S01010526,Lochaber East and North - 03,856
S01010527,Lochaber East and North - 04,885
S01010528,Lochaber East and North - 05,674
S01010529,Lochaber East and North - 06,744
S01010530,Lochaber East and North - 07,635
S01010531,Badenoch and Strathspey South - 01,1125
S01010532,Badenoch and Strathspey South - 02,418
S01010533,Badenoch and Strathspey South - 03,560
S01010534,Badenoch and Strathspey South - 04,826
S01010535,Badenoch and Strathspey South - 05,650
S01010536,Badenoch and Strathspey Central - 01,668
S01010537,Badenoch and Strathspey Central - 02,616
S01010538,Badenoch and Strathspey Central - 03,974
S01010539,Badenoch and Strathspey Central - 04,954
S01010540,Badenoch and Strathspey Central - 05,527
S01010541,Badenoch and Strathspey Central - 06,919
S01010542,Badenoch and Strathspey North - 01,860
S01010543,Badenoch and Strathspey North - 02,548
S01010544,Badenoch and Strathspey North - 03,841
S01010545,Badenoch and Strathspey North - 04,764
S01010546,Badenoch and Strathspey North - 05,704
S01010547,Badenoch and Strathspey North - 06,775
S01010548,Nairn Rural - 01,724
S01010549,Nairn Rural - 02,1794
S01010550,Nairn Rural - 03,515
S01010551,Nairn Rural - 04,798
S01010552,Nairn Rural - 05,698
S01010553,Nairn Rural - 06,587
S01010554,Nairn East - 01,603
S01010555,Nairn East - 02,727
S01010556,Nairn East - 03,913
S01010557,Nairn East - 04,537
S01010558,Nairn East - 05,792
S01010559,Nairn West - 01,795
S01010560,Nairn West - 02,587
S01010561,Nairn West - 03,652
S01010562,Nairn West - 04,692
S01010563,Nairn West - 05,502
S01010564,Nairn West - 06,443
S01010565,Nairn West - 07,568
S01010566,Inverness East Rural - 01,1250
S01010567,Inverness East Rural - 02,1151
S01010568,Inverness East Rural - 03,1733
S01010569,Inverness East Rural - 04,1197
S01010570,Inverness East Rural - 05,942
S01010571,Inverness Culloden and Balloch - 01,693
S01010572,Inverness Culloden and Balloch - 02,659
S01010573,Inverness Culloden and Balloch - 03,485
S01010574,Inverness Culloden and Balloch - 04,538
S01010575,Inverness Culloden and Balloch - 05,677
S01010576,Inverness Culloden and Balloch - 06,797
S01010577,Inverness Smithton - 01,741
S01010578,Inverness Smithton - 02,502
S01010579,Inverness Smithton - 03,649
S01010580,Inverness Smithton - 04,630
S01010581,Inverness Smithton - 05,440
S01010582,Inverness Westhill - 01,1849
S01010583,Inverness Westhill - 02,867
S01010584,Inverness Westhill - 03,961
S01010585,Inverness Westhill - 04,877
S01010586,Inverness Westhill - 05,742
S01010587,Inverness Westhill - 06,624
S01010588,Inverness Westhill - 07,603
S01010589,Inverness Westhill - 08,464
S01010590,Inverness Inshes - 01,825
S01010591,Inverness Inshes - 02,1440
S01010592,Inverness Inshes - 03,431
S01010593,Inverness Inshes - 04,1826
S01010594,Inverness Inshes - 05,621
S01010595,Inverness Inshes - 06,760
S01010596,Inverness Slackbuie - 01,1890
S01010597,Inverness Slackbuie - 02,813
S01010598,Inverness Slackbuie - 03,970
S01010599,Inverness Lochardil and Holm Mains - 01,1991
S01010600,Inverness Lochardil and Holm Mains - 02,1148
S01010601,Inverness Lochardil and Holm Mains - 03,643
S01010602,Inverness Lochardil and Holm Mains - 04,487
S01010603,Inverness Lochardil and Holm Mains - 05,740
S01010604,Inverness Lochardil and Holm Mains - 06,442
S01010605,Inverness Lochardil and Holm Mains - 07,1043
S01010606,Inverness Drummond - 01,785
S01010607,Inverness Drummond - 02,701
S01010608,Inverness Drummond - 03,626
S01010609,Inverness Drummond - 04,525
S01010610,Inverness Drummond - 05,683
S01010611,Inverness Hilton - 01,852
S01010612,Inverness Hilton - 02,693
S01010613,Inverness Hilton - 03,651
S01010614,Inverness Hilton - 04,612
S01010615,Inverness Hilton - 05,729
S01010616,Inverness Drakies - 01,747
S01010617,Inverness Drakies - 02,809
S01010618,Inverness Drakies - 03,673
S01010619,"Inverness Central, Raigmore and Longman - 01",584
S01010620,"Inverness Central, Raigmore and Longman - 02",621
S01010621,"Inverness Central, Raigmore and Longman - 03",842
S01010622,"Inverness Central, Raigmore and Longman - 04",585
S01010623,"Inverness Central, Raigmore and Longman - 05",860
S01010624,"Inverness Central, Raigmore and Longman - 06",670
S01010625,Inverness Crown and Haugh - 01,681
S01010626,Inverness Crown and Haugh - 02,936
S01010627,Inverness Crown and Haugh - 03,745
S01010628,Inverness Crown and Haugh - 04,874
S01010629,Inverness Crown and Haugh - 05,958
S01010630,Inverness Ballifeary and Dalneigh - 01,487
S01010631,Inverness Ballifeary and Dalneigh - 02,547
S01010632,Inverness Ballifeary and Dalneigh - 03,846
S01010633,Inverness Ballifeary and Dalneigh - 04,1026
S01010634,Inverness Ballifeary and Dalneigh - 05,536
S01010635,Inverness Ballifeary and Dalneigh - 06,744
S01010636,Inverness Muirtown - 01,741
S01010637,Inverness Muirtown - 02,515
S01010638,Inverness Muirtown - 03,761
S01010639,Inverness Muirtown - 04,1125
S01010640,Inverness Muirtown - 05,609
S01010641,Inverness Merkinch - 01,822
S01010642,Inverness Merkinch - 02,1169
S01010643,Inverness Merkinch - 03,718
S01010644,Inverness Merkinch - 04,690
S01010645,Inverness Scorguie - 01,432
S01010646,Inverness Scorguie - 02,658
S01010647,Inverness Scorguie - 03,585
S01010648,Inverness Scorguie - 04,577
S01010649,Inverness Scorguie - 05,526
S01010650,Inverness Kinmylies and South West - 01,1629
S01010651,Inverness Kinmylies and South West - 02,588
S01010652,Inverness Kinmylies and South West - 03,870
S01010653,Inverness Kinmylies and South West - 04,483
S01010654,Inverness Kinmylies and South West - 05,724
S01010655,Inverness West Rural - 01,950
S01010656,Inverness West Rural - 02,736
S01010657,Inverness West Rural - 03,662
S01010658,Inverness West Rural - 04,772
S01010659,Inverness West Rural - 05,672
S01010660,Inverness West Rural - 06,605
S01010661,Inverness West Rural - 07,642
S01010662,Inverness West Rural - 08,871
S01010663,Inverness West Rural - 09,907
S01010664,Loch Ness - 01,715
S01010665,Loch Ness - 02,1033
S01010666,Loch Ness - 03,1065
S01010667,Loch Ness - 04,630
S01010668,Loch Ness - 05,1174
S01010669,Lochalsh - 01,581
S01010670,Lochalsh - 02,775
S01010671,Lochalsh - 03,743
S01010672,Lochalsh - 04,637
S01010673,Skye South - 01,902
S01010674,Skye South - 02,1028
S01010675,Skye South - 03,706
S01010676,Skye South - 04,1028
S01010677,Skye North East - 01,552
S01010678,Skye North East - 02,714
S01010679,Skye North East - 03,518
S01010680,Skye North East - 04,704
S01010681,Skye North East - 05,984
S01010682,Skye North West - 01,1068
S01010683,Skye North West - 02,1026
S01010684,Skye North West - 03,825
S01010685,Skye North West - 04,609
S01010686,Ross and Cromarty South West - 01,656
S01010687,Ross and Cromarty South West - 02,841
S01010688,Ross and Cromarty South West - 03,784
S01010689,Ross and Cromarty South West - 04,758
S01010690,Ross and Cromarty North West - 01,591
S01010691,Ross and Cromarty North West - 02,757
S01010692,Ross and Cromarty North West - 03,759
S01010693,Ross and Cromarty North West - 04,512
S01010694,Ross and Cromarty North West - 05,607
S01010695,Ross and Cromarty Central - 01,663
S01010696,Ross and Cromarty Central - 02,1001
S01010697,Ross and Cromarty Central - 03,1089
S01010698,Ross and Cromarty Central - 04,743
S01010699,Ross and Cromarty East - 01,526
S01010700,Ross and Cromarty East - 02,547
S01010701,Ross and Cromarty East - 03,1018
S01010702,Ross and Cromarty East - 04,926
S01010703,Muir of Ord - 01,851
S01010704,Muir of Ord - 02,563
S01010705,Muir of Ord - 03,1382
S01010706,Muir of Ord - 04,797
S01010707,Conon - 01,1213
S01010708,Conon - 02,527
S01010709,Conon - 03,670
S01010710,Conon - 04,698
S01010711,Conon - 05,774
S01010712,Dingwall - 01,715
S01010713,Dingwall - 02,649
S01010714,Dingwall - 03,510
S01010715,Dingwall - 04,717
S01010716,Dingwall - 05,920
S01010717,Dingwall - 06,613
S01010718,Dingwall - 07,1103
S01010719,Black Isle South - 01,626
S01010720,Black Isle South - 02,1056
S01010721,Black Isle South - 03,636
S01010722,Black Isle South - 04,798
S01010723,Black Isle South - 05,940
S01010724,Black Isle South - 06,935
S01010725,Black Isle South - 07,1106
S01010726,Black Isle South - 08,874
S01010727,Black Isle North - 01,676
S01010728,Black Isle North - 02,552
S01010729,Black Isle North - 03,659
S01010730,Black Isle North - 04,948
S01010731,Black Isle North - 05,850
S01010732,Alness - 01,725
S01010733,Alness - 02,552
S01010734,Alness - 03,876
S01010735,Alness - 04,688
S01010736,Alness - 05,522
S01010737,Alness - 06,1351
S01010738,Alness - 07,517
S01010739,Alness - 08,794
S01010740,Invergordon - 01,473
S01010741,Invergordon - 02,1011
S01010742,Invergordon - 03,685
S01010743,Invergordon - 04,662
S01010744,Invergordon - 05,967
S01010745,Invergordon - 06,539
S01010746,Seaboard - 01,995
S01010747,Seaboard - 02,810
S01010748,Seaboard - 03,598
S01010749,Seaboard - 04,604
S01010750,Seaboard - 05,587
S01010751,Seaboard - 06,736
S01010752,Tain - 01,815
S01010753,Tain - 02,1122
S01010754,Tain - 03,576
S01010755,Tain - 04,520
S01010756,Tain - 05,642
S01010757,Sutherland South - 01,667
S01010758,Sutherland South - 02,785
S01010759,Sutherland South - 03,607
S01010760,Sutherland South - 04,749
S01010761,Sutherland South - 05,488
S01010762,Sutherland South - 06,560
S01010763,Sutherland South - 07,692
S01010764,Sutherland South - 08,588
S01010765,Sutherland South - 09,1038
S01010766,Sutherland East - 01,780
S01010767,Sutherland East - 02,673
S01010768,Sutherland East - 03,512
S01010769,Sutherland East - 04,506
S01010770,Sutherland East - 05,736
S01010771,Sutherland East - 06,831
S01010772,Caithness South - 01,797
S01010773,Caithness South - 02,762
S01010774,Caithness South - 03,700
S01010775,Caithness South - 04,819
S01010776,Wick South - 01,521
S01010777,Wick South - 02,457
S01010778,Wick South - 03,502
S01010779,Wick South - 04,676
S01010780,Wick South - 05,537
S01010781,Wick South - 06,723
S01010782,Wick North - 01,596
S01010783,Wick North - 02,478
S01010784,Wick North - 03,668
S01010785,Wick North - 04,626
S01010786,Wick North - 05,737
S01010787,Caithness North East - 01,861
S01010788,Caithness North East - 02,615
S01010789,Caithness North East - 03,661
S01010790,Caithness North East - 04,695
S01010791,Caithness North East - 05,858
S01010792,Caithness North West - 01,554
S01010793,Caithness North West - 02,605
S01010794,Caithness North West - 03,586
S01010795,Caithness North West - 04,945
S01010796,Caithness North West - 05,834
S01010797,Caithness North West - 06,771
S01010798,Caithness North West - 07,629
S01010799,Thurso East - 01,633
S01010800,Thurso East - 02,661
S01010801,Thurso East - 03,648
S01010802,Thurso East - 04,454
S01010803,Thurso West - 01,578
S01010804,Thurso West - 02,605
S01010805,Thurso West - 03,871
S01010806,Thurso West - 04,814
S01010807,Thurso West - 05,533
S01010808,Thurso West - 06,482
S01010809,Thurso West - 07,720
S01010810,Sutherland North and West - 01,524
S01010811,Sutherland North and West - 02,843
S01010812,Sutherland North and West - 03,446
S01010813,Sutherland North and West - 04,417
S01010814,Sutherland North and West - 05,622
S01010815,Sutherland North and West - 06,385
S01010816,Kilmacolm Central - 01,630
S01010817,Kilmacolm Central - 02,876
S01010818,Kilmacolm Central - 03,982
S01010819,"Kilmacolm, Quarriers, Greenock Upper East/Central - 01",795
S01010820,"Kilmacolm, Quarriers, Greenock Upper East/Central - 02",651
S01010821,"Kilmacolm, Quarriers, Greenock Upper East/Central - 03",583
S01010822,"Kilmacolm, Quarriers, Greenock Upper East/Central - 04",644
S01010823,"Kilmacolm, Quarriers, Greenock Upper East/Central - 05",385
S01010824,Inverkip and Wemyss Bay - 01,665
S01010825,Inverkip and Wemyss Bay - 02,961
S01010826,Inverkip and Wemyss Bay - 03,671
S01010827,Inverkip and Wemyss Bay - 04,539
S01010828,Inverkip and Wemyss Bay - 05,1144
S01010829,Inverkip and Wemyss Bay - 06,878
S01010830,Inverkip and Wemyss Bay - 07,603
S01010831,Inverkip and Wemyss Bay - 08,573
S01010832,"West Braeside, East Inverkip and West Gourock - 01",563
S01010833,"West Braeside, East Inverkip and West Gourock - 02",800
S01010834,"West Braeside, East Inverkip and West Gourock - 03",978
S01010835,"West Braeside, East Inverkip and West Gourock - 04",532
S01010836,Gourock Upper and West Central and Upper Larkfield - 01,793
S01010837,Gourock Upper and West Central and Upper Larkfield - 02,754
S01010838,Gourock Upper and West Central and Upper Larkfield - 03,727
S01010839,Gourock Upper and West Central and Upper Larkfield - 04,740
S01010840,Gourock Upper and West Central and Upper Larkfield - 05,462
S01010841,Gourock Upper and West Central and Upper Larkfield - 06,720
S01010842,"Gourock Central, Upper East and IRH - 01",778
S01010843,"Gourock Central, Upper East and IRH - 02",643
S01010844,"Gourock Central, Upper East and IRH - 03",614
