Intermediate Zone - Data Zone 2011,Mainly work from home,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Other - No fixed place of work or working outside the UK
S01008611,165,62,117,23,4,6,0,6,12,44
S01008612,127,43,59,16,4,6,2,1,3,30
S01008613,99,46,65,16,9,2,0,4,6,20
S01008614,83,33,54,14,3,2,0,0,6,22
S01008615,113,42,64,14,7,9,0,4,7,16
S01008616,120,32,52,14,5,5,0,4,1,20
S01008617,99,34,74,18,1,7,3,1,1,23
S01008618,87,35,47,14,4,2,2,0,3,19
S01008619,91,36,36,14,7,0,0,2,2,18
S01008620,125,45,60,15,10,3,0,3,7,21
S01008621,97,48,50,16,4,2,0,8,3,21
S01008622,92,27,43,22,1,4,1,1,6,22
S01008623,147,41,70,24,5,4,0,4,2,24
S01008624,133,19,62,15,3,1,1,4,4,15
S01008625,111,15,65,19,7,2,1,4,6,17
S01008626,197,20,112,56,8,14,2,6,13,22
S01008627,134,14,86,26,7,4,1,2,9,23
S01008628,123,11,92,31,2,9,0,2,4,33
S01008629,146,23,77,29,3,2,0,6,6,15
S01008630,136,22,80,24,5,5,1,4,2,27
S01008631,207,23,145,57,4,8,4,2,9,39
S01008632,152,33,96,41,9,1,3,2,5,22
S01008633,173,19,67,32,13,4,4,2,11,28
S01008634,151,35,75,22,12,1,0,6,8,23
S01008635,208,37,78,44,4,5,1,5,10,32
S01008636,138,23,89,21,4,7,0,1,7,30
S01008637,153,44,76,22,8,10,2,4,6,28
S01008638,113,61,44,17,5,9,0,4,3,26
S01008639,213,92,102,41,9,4,5,4,8,46
S01008640,205,64,60,48,12,2,0,6,6,36
S01008641,181,46,91,34,7,6,3,1,10,27
S01008642,202,57,84,43,10,7,3,0,15,34
S01008643,143,61,82,35,7,8,5,2,10,23
S01008644,172,65,82,49,8,8,4,1,5,41
S01008645,163,46,115,27,10,5,1,1,6,25
S01008646,231,46,133,49,18,9,1,7,7,40
S01008647,131,42,91,42,10,6,0,4,8,45
S01008648,150,42,73,25,8,4,1,1,3,29
S01008649,222,82,125,52,10,10,5,0,6,41
S01008650,195,54,97,48,11,6,0,3,7,46
S01008651,271,104,129,68,17,3,1,4,10,43
S01008652,120,51,65,26,3,3,0,1,3,28
S01008653,124,53,73,38,7,6,4,1,4,39
S01008654,228,92,129,64,11,4,2,2,3,45
S01008655,197,76,63,40,13,8,1,4,8,48
S01008656,138,56,77,36,11,7,3,1,5,58
S01008657,148,74,60,34,10,6,2,1,7,39
S01008658,306,149,126,62,16,11,3,2,11,91
S01008659,152,104,65,27,10,3,3,0,3,47
S01008660,202,111,50,39,21,4,3,3,14,62
S01008661,131,107,51,32,7,2,2,2,1,36
S01008662,101,67,32,18,4,3,1,0,3,35
S01008663,143,84,50,25,11,11,0,4,10,38
S01008664,150,82,41,26,7,7,0,4,2,31
S01008665,237,149,80,45,7,5,0,0,16,70
S01008666,128,63,36,42,5,0,0,6,6,43
S01008667,174,97,49,23,10,6,3,9,7,36
S01008668,101,33,75,21,1,1,0,0,6,22
S01008669,40,14,27,7,4,2,1,4,0,12
S01008670,74,27,34,11,4,1,2,3,5,20
S01008671,95,50,67,18,4,3,0,2,2,26
S01008672,93,42,56,21,10,1,2,1,1,32
S01008673,241,148,106,33,10,8,1,6,9,84
S01008674,78,77,37,13,0,0,0,1,2,27
S01008675,131,103,38,16,0,1,2,3,4,45
S01008676,174,67,53,26,8,6,2,10,14,54
S01008677,162,80,56,28,8,0,3,2,11,47
S01008678,122,61,45,14,2,1,0,5,5,29
S01008679,123,82,40,22,10,4,0,0,6,42
S01008680,63,46,34,12,4,4,0,2,2,23
S01008681,129,66,76,12,6,5,2,2,2,33
S01008682,124,33,52,29,1,3,0,1,6,31
S01008683,165,93,70,25,11,10,1,1,9,73
S01008684,185,89,107,31,12,15,1,0,4,56
S01008685,146,68,62,38,8,3,1,2,1,40
S01008686,208,56,162,40,16,0,3,4,8,71
S01008687,155,42,118,18,13,0,0,2,4,36
S01008688,219,38,114,29,15,6,0,2,6,51
S01008689,196,55,113,39,18,5,1,6,3,61
S01008690,449,67,235,64,31,15,4,1,9,79
S01008691,271,48,253,55,19,8,2,6,9,89
S01008692,406,60,275,78,31,12,3,7,14,115
S01008693,63,11,50,18,11,0,0,2,1,28
S01008694,248,25,158,42,32,20,4,2,7,78
S01008695,184,11,135,45,18,9,1,4,8,33
S01008696,149,5,97,31,10,10,3,2,5,49
S01008697,201,14,117,48,13,10,0,6,10,42
S01008698,88,7,44,17,10,3,2,0,2,17
S01008699,156,27,127,56,20,5,2,1,2,69
S01008700,91,6,61,26,17,1,2,4,6,31
S01008701,251,65,148,108,30,12,4,1,8,133
S01008702,133,26,89,42,14,5,1,2,7,50
S01008703,122,28,94,55,14,2,2,2,7,91
S01008704,745,201,251,516,93,42,12,8,19,332
S01008705,119,34,82,59,13,5,2,1,1,79
S01008706,130,23,54,85,18,6,2,4,1,63
S01008707,91,26,67,65,11,6,1,0,1,87
S01008708,147,43,56,99,16,3,3,6,7,105
S01008709,96,29,46,44,13,2,3,1,8,57
S01008710,75,17,33,36,7,2,3,0,3,55
S01008711,104,29,36,71,19,4,3,0,10,56
S01008712,124,41,65,64,10,7,1,2,2,74
S01008713,53,24,36,42,8,10,1,0,0,39
S01008714,65,16,32,44,15,0,0,1,2,48
S01008715,90,20,36,60,16,1,0,4,1,41
S01008716,66,19,33,61,14,4,1,2,2,50
S01008717,87,15,31,81,5,5,5,2,4,37
S01008718,134,17,53,103,19,5,1,5,6,68
S01008719,181,38,73,135,38,5,1,3,2,91
S01008720,418,32,107,256,64,20,10,8,12,129
S01008721,198,13,39,97,36,8,3,0,5,58
S01008722,186,7,46,101,32,3,3,0,8,40
S01008723,127,14,32,96,10,1,0,5,4,34
S01008724,187,16,28,119,14,0,2,3,3,48
S01008725,156,8,25,89,22,3,2,0,3,38
S01008726,132,9,25,60,11,2,2,3,4,19
S01008727,188,17,57,113,36,6,3,7,7,47
S01008728,118,13,35,63,15,8,1,2,4,47
S01008729,155,20,44,70,8,4,0,3,7,27
S01008730,176,24,61,109,17,8,5,2,3,57
S01008731,81,11,37,52,10,3,1,2,3,18
S01008732,113,27,56,60,10,5,5,3,1,36
S01008733,358,63,178,167,36,17,8,4,7,97
S01008734,108,9,54,55,10,2,0,2,4,26
S01008735,207,17,73,85,16,3,1,0,2,46
S01008736,146,14,49,76,9,12,0,2,5,36
S01008737,125,10,62,44,9,4,2,2,8,31
S01008738,131,20,60,47,24,7,0,1,2,34
S01008739,98,20,68,38,17,3,1,0,1,47
S01008740,83,7,57,17,14,1,3,0,2,27
S01008741,162,34,79,74,38,7,0,1,4,65
S01008742,77,11,61,30,19,5,0,2,2,29
S01008743,137,20,151,36,14,9,0,5,4,74
S01008744,197,30,125,58,33,9,3,1,4,61
S01008745,94,8,63,14,17,3,2,3,3,24
S01008746,185,18,149,70,37,8,0,3,6,84
S01008747,104,4,39,27,12,3,0,0,7,22
S01008748,108,12,51,26,7,4,1,1,2,37
S01008749,184,23,93,59,18,5,3,1,5,60
S01008750,103,17,80,31,15,6,2,0,2,41
S01008751,87,17,67,34,10,0,2,0,0,46
S01008752,102,13,80,26,10,1,0,1,1,48
S01008753,93,19,74,27,7,1,2,0,2,46
S01008754,97,13,112,31,12,1,0,0,2,45
S01008755,208,30,177,52,24,6,1,1,0,90
S01008756,89,11,113,29,14,4,0,1,5,55
S01008757,54,17,76,18,7,2,0,0,0,46
S01008758,109,19,88,34,13,0,1,1,2,53
S01008759,81,20,52,41,9,0,2,0,3,44
S01008760,105,39,110,38,22,3,4,2,6,75
S01008761,115,25,86,30,16,2,0,3,8,59
S01008762,131,27,61,39,15,2,2,5,1,50
S01008763,230,41,117,54,18,14,0,6,9,55
S01008764,153,28,83,50,19,0,2,2,5,34
S01008765,218,59,103,66,18,4,0,4,3,56
S01008766,208,27,111,43,25,7,4,4,4,62
S01008767,116,8,55,30,16,4,0,2,4,38
S01008768,589,93,343,145,60,15,5,6,20,158
S01008769,284,48,185,67,33,11,4,4,8,82
S01008770,279,23,113,61,14,6,5,5,19,57
S01008771,288,39,143,75,24,8,0,3,9,75
S01008772,160,28,111,56,19,7,2,4,4,46
S01008773,195,51,157,62,21,10,1,7,7,73
S01008774,240,55,164,48,16,7,1,2,11,78
S01008775,140,33,70,37,14,5,0,4,4,34
S01008776,151,35,91,30,21,11,1,1,6,48
S01008777,157,40,122,63,18,4,2,0,4,84
S01008778,305,63,188,65,26,8,7,4,12,85
S01008779,290,32,118,45,24,3,2,8,9,44
S01008780,122,23,75,26,11,2,1,1,3,46
S01008781,232,54,164,72,42,6,0,4,8,87
S01008782,215,36,115,53,16,5,2,2,4,46
S01008783,119,20,87,25,10,5,2,3,6,32
S01008784,107,34,58,34,11,3,0,2,4,33
S01008785,127,32,99,26,15,0,2,3,1,48
S01008786,250,76,173,59,20,5,0,0,7,74
S01008787,27,9,18,12,6,2,0,1,2,23
S01008788,192,43,118,46,27,2,1,6,5,62
S01008789,155,42,120,40,17,3,1,0,3,53
S01008790,144,37,104,34,16,4,0,1,6,38
S01008791,248,40,148,58,21,8,1,9,6,70
S01008792,249,52,142,51,23,3,2,5,4,80
S01008793,81,15,55,31,8,3,1,0,5,25
S01008794,186,46,122,45,25,7,4,0,5,63
S01008795,243,73,194,49,20,5,2,3,6,78
S01008796,215,72,162,66,21,9,1,5,3,78
S01008797,184,52,136,30,21,2,0,2,7,60
S01008798,232,52,141,51,25,7,3,2,4,53
S01008799,180,28,101,48,22,11,2,7,4,55
S01008800,282,71,188,51,38,8,3,7,8,96
S01008801,221,71,153,43,28,4,2,3,6,48
S01008802,250,78,170,51,20,6,0,0,7,79
S01008803,163,72,126,61,20,7,3,0,3,63
S01008804,111,41,55,21,10,1,0,0,4,39
S01008805,153,62,79,28,11,6,1,2,6,40
S01008806,341,98,179,76,33,12,3,5,12,90
S01008807,197,58,106,37,15,5,0,1,6,61
S01008808,163,45,109,35,17,5,2,8,5,44
S01008809,160,60,68,16,9,2,0,2,8,40
S01008810,218,60,116,39,12,2,2,9,11,52
S01008811,167,70,66,24,8,8,2,1,4,41
S01008812,103,26,48,13,4,2,0,5,4,14
S01008813,210,80,136,44,14,9,0,4,4,67
S01008814,205,62,93,39,7,6,1,4,6,47
S01008815,219,63,144,61,19,2,6,4,0,75
S01008816,144,37,86,25,18,4,0,0,7,38
S01008817,342,67,165,54,31,11,7,1,7,75
S01008818,257,66,180,56,28,6,0,6,8,66
S01008819,181,35,108,33,13,5,2,3,5,44
S01008820,231,54,144,55,16,11,3,0,10,90
S01008821,168,25,100,33,13,6,1,4,9,15
S01008822,138,24,78,40,14,2,1,2,5,33
S01008823,125,21,90,23,9,1,1,2,6,25
S01008824,230,19,124,53,17,16,2,8,7,38
S01008825,173,14,93,29,21,7,1,1,6,40
S01008826,128,6,103,27,13,4,0,4,8,38
S01008827,125,8,109,8,13,9,0,3,3,24
S01008828,176,21,149,51,15,9,1,8,6,46
S01008829,113,16,88,29,15,8,2,1,10,32
S01008830,170,16,117,33,28,2,2,6,8,38
S01008831,134,25,84,32,15,3,1,1,3,34
S01008832,106,21,74,20,8,3,2,1,13,34
S01008833,190,25,128,32,16,2,2,4,8,52
S01008834,235,56,126,33,20,3,7,2,11,50
S01008835,155,27,118,29,14,6,0,3,6,39
S01008836,159,66,104,45,20,3,4,2,5,50
S01008837,325,113,194,68,22,3,2,6,14,83
S01008838,323,130,139,50,19,8,1,2,13,65
S01008839,264,101,124,46,20,6,3,9,13,60
S01008840,254,79,141,49,27,8,0,9,10,66
S01008841,241,52,91,34,11,11,2,6,5,42
S01008842,278,56,116,43,15,15,1,3,8,54
S01008843,296,105,178,48,28,11,0,3,6,76
S01008844,192,56,91,37,11,6,2,2,9,37
S01008845,242,91,93,42,19,10,4,6,10,46
S01008846,157,49,50,24,11,2,4,2,10,47
S01008847,140,52,38,20,9,0,2,2,7,32
S01008848,166,53,45,27,14,1,1,3,8,50
S01008849,166,68,25,15,9,2,0,2,15,30
S01008850,164,53,27,15,5,5,0,4,17,43
S01008851,195,93,71,26,19,3,3,4,9,44
S01008852,207,76,53,19,9,3,0,9,19,41
S01008853,152,63,46,23,9,3,0,2,13,30
S01008854,239,94,56,32,8,11,6,2,9,53
S01008855,311,131,107,44,12,7,4,6,13,82
S01008856,173,51,77,22,4,7,1,4,4,34
S01008857,198,83,92,31,16,5,0,7,12,42
S01008858,161,40,49,8,10,4,3,4,8,30
S01008859,274,134,101,30,15,5,2,10,18,61
S01008860,212,101,90,41,21,7,1,8,10,37
S01008861,159,75,56,19,5,4,0,2,17,37
S01008862,230,93,79,34,11,7,3,7,7,70
S01008863,209,78,70,30,18,7,0,7,13,40
S01008864,191,68,76,28,13,4,0,1,11,30
S01008865,194,75,109,45,13,8,0,4,12,37
S01008866,217,81,84,31,19,8,3,4,11,39
S01008867,211,59,65,18,13,2,3,4,10,41
S01008868,227,113,59,37,11,8,0,6,25,70
S01008869,293,81,85,22,11,7,4,11,21,58
S01008870,178,50,76,22,10,6,4,5,8,38
S01008871,193,74,76,33,10,20,3,5,19,45
S01008872,222,63,65,42,10,9,2,4,11,57
S01008873,199,33,88,39,12,7,0,4,15,50
S01008874,214,47,111,58,15,12,3,5,6,62
S01008875,213,29,128,54,16,18,4,1,8,39
S01008876,111,7,74,21,11,3,2,1,4,13
S01008877,127,8,55,18,10,3,1,0,3,27
S01008878,178,20,102,33,22,8,0,2,6,47
S01008879,152,22,101,47,13,8,1,2,5,47
S01008880,118,23,74,36,12,3,3,4,2,30
S01008881,129,7,79,24,13,2,1,0,7,38
S01008882,221,17,131,32,17,8,5,6,14,32
S01008883,184,24,115,20,12,4,2,3,18,38
S01008884,129,14,78,20,11,0,4,3,10,17
S01008885,189,24,106,23,16,4,2,4,7,21
S01008886,198,79,97,27,10,5,2,5,6,43
S01008887,137,45,76,24,11,3,0,3,3,28
S01008888,132,44,78,32,24,7,3,3,2,33
S01008889,187,35,117,30,14,9,6,1,15,51
S01008890,125,38,85,23,11,4,0,0,1,20
S01008891,168,27,117,36,12,3,1,2,5,29
S01008892,187,13,119,42,16,3,3,3,10,54
S01008893,181,21,108,43,15,5,3,7,1,22
S01008894,187,16,85,38,10,0,4,3,9,34
S01008895,151,9,83,44,9,4,2,5,6,23
S01008896,138,10,62,41,9,4,4,4,4,23
S01008897,151,9,60,52,12,3,4,2,4,27
S01008898,151,17,74,35,15,3,2,5,13,31
S01008899,97,30,54,52,11,3,1,0,5,72
S01008900,144,44,83,53,20,4,1,0,2,83
S01008901,129,53,69,45,14,0,1,0,0,77
S01008902,168,64,127,44,22,5,2,3,3,83
S01008903,144,54,92,61,13,0,0,1,1,73
S01008904,174,39,103,55,20,7,0,3,6,75
S01008905,165,52,98,77,15,1,0,2,1,94
S01008906,122,28,93,41,12,8,1,0,2,80
S01008907,137,49,97,55,13,1,2,1,1,82
S01008908,271,84,213,104,32,11,3,7,6,124
S01008909,148,46,75,45,14,6,1,1,0,81
S01008910,96,30,53,28,10,3,0,0,2,29
S01008911,370,61,252,94,30,11,6,4,18,104
S01008912,142,44,95,36,14,7,3,4,2,42
S01008913,148,24,109,47,10,5,0,1,1,53
S01008914,141,26,129,66,13,4,1,4,3,46
S01008915,113,13,61,21,4,4,0,3,5,32
S01008916,135,20,137,42,14,3,0,0,1,69
S01008917,68,13,102,26,14,4,0,0,2,50
S01008918,55,11,51,28,8,4,4,0,0,35
S01008919,36,17,47,31,6,4,0,0,2,45
S01008920,504,44,239,220,69,24,4,6,15,164
S01008921,130,30,91,61,14,7,3,0,2,90
S01008922,96,33,117,51,16,3,0,1,1,67
S01008923,151,36,89,55,13,3,0,2,0,75
S01008924,97,30,94,69,18,0,0,0,4,57
S01008925,87,24,75,52,18,2,0,0,0,56
S01008926,91,11,84,53,12,1,0,1,2,48
S01008927,189,21,96,125,28,7,4,6,5,62
S01008928,185,20,87,117,26,5,3,2,14,68
S01008929,146,16,80,122,32,1,0,0,2,75
S01008930,126,19,71,68,18,8,0,1,7,60
S01008931,237,74,159,116,27,14,0,0,6,147
S01008932,160,22,91,94,20,7,3,1,2,68
S01008933,90,10,47,58,8,4,1,0,4,51
S01008934,146,15,60,67,16,3,2,2,7,63
S01008935,179,16,72,53,14,7,0,4,4,50
S01008936,91,8,26,29,7,5,0,0,3,12
S01008937,149,10,74,93,22,6,4,4,7,54
S01008938,146,11,70,85,15,4,4,5,3,29
S01008939,165,7,47,78,14,2,1,4,4,47
S01008940,99,7,21,72,11,3,0,3,8,25
S01008941,194,10,23,134,23,3,1,8,12,39
S01008942,163,8,24,104,29,7,4,3,6,47
S01008943,174,7,22,85,31,6,0,3,7,24
S01008944,195,8,38,94,31,3,1,5,4,39
S01008945,173,3,29,100,20,6,0,6,9,31
S01008946,171,6,32,96,24,2,1,4,9,39
S01008947,202,13,56,91,33,3,3,3,6,45
S01008948,134,11,30,62,29,7,0,0,4,41
S01008949,161,18,85,96,36,7,2,0,3,57
S01008950,181,15,74,117,32,5,0,4,0,68
S01008951,113,22,65,89,33,0,0,0,3,63
S01008952,134,21,81,80,31,2,1,0,8,65
S01008953,142,19,87,100,24,1,2,0,3,66
S01008954,173,17,84,89,30,7,2,5,5,58
S01008955,127,7,39,63,23,2,1,1,3,31
S01008956,157,17,58,136,36,9,1,1,4,53
S01008957,152,14,69,106,26,2,0,2,7,59
S01008958,147,22,46,100,28,6,2,5,5,55
S01008959,117,16,63,93,32,3,0,5,3,51
S01008960,285,19,62,117,35,6,0,8,14,50
S01008961,120,12,41,74,24,6,1,1,2,30
S01008962,128,12,28,57,14,3,1,2,0,38
S01008963,157,25,29,71,21,5,0,4,4,43
S01008964,104,10,25,48,11,4,4,2,6,29
S01008965,158,16,52,66,17,10,3,4,8,45
S01008966,140,9,36,63,17,0,0,3,4,34
S01008967,210,18,66,88,22,2,1,5,2,46
S01008968,382,32,124,161,49,6,5,10,9,82
S01008969,201,18,80,80,24,6,4,3,2,61
S01008970,211,12,47,91,25,6,1,9,13,39
S01008971,162,5,48,62,13,3,6,1,2,18
S01008972,160,5,72,52,11,3,1,6,8,25
S01008973,183,17,73,55,15,7,4,1,8,34
S01008974,156,18,42,60,20,1,4,4,5,41
S01008975,125,12,34,59,17,8,1,1,3,32
S01008976,106,12,34,42,13,1,2,2,5,15
S01008977,107,13,37,35,11,2,2,3,8,22
S01008978,90,24,65,49,11,5,3,1,2,40
S01008979,135,20,104,71,17,2,2,1,4,55
S01008980,147,29,90,72,19,2,0,1,9,52
S01008981,141,10,66,65,12,3,1,3,4,39
S01008982,153,31,78,87,17,3,2,3,1,68
S01008983,127,37,59,84,13,0,3,0,3,44
S01008984,101,29,50,57,11,0,1,3,3,33
S01008985,253,58,67,107,28,6,1,6,7,77
S01008986,161,28,55,78,14,2,2,4,3,48
S01008987,131,29,29,62,12,4,3,0,3,45
S01008988,209,48,47,76,25,1,0,2,7,62
S01008989,165,51,37,77,29,4,5,0,6,55
S01008990,281,60,53,119,43,8,6,1,7,52
S01008991,204,57,36,97,27,5,0,4,4,49
S01008992,91,31,25,53,12,4,0,1,2,32
S01008993,239,30,57,131,51,7,4,11,5,66
S01008994,123,17,42,35,53,4,4,4,0,53
S01008995,157,4,33,38,95,7,7,8,1,43
S01008996,185,19,34,62,122,7,5,10,5,56
S01008997,273,35,30,58,137,11,7,5,6,75
S01008998,162,14,24,54,108,8,4,5,3,46
S01008999,147,14,33,40,101,13,2,4,3,65
S01009000,368,15,52,127,211,28,11,8,5,98
S01009001,118,8,32,48,89,10,2,10,2,30
S01009002,716,44,55,185,402,46,16,25,19,158
S01009003,184,25,2,55,118,14,2,10,5,56
S01009004,100,35,4,30,70,10,0,4,1,35
S01009005,168,34,9,46,129,16,3,4,2,38
S01009006,136,38,5,38,99,10,3,3,2,36
S01009007,116,35,4,40,76,8,4,3,0,35
S01009008,180,25,12,31,86,13,3,6,12,41
S01009009,63,25,5,27,70,3,0,1,0,34
S01009010,214,43,10,42,149,18,2,5,4,55
S01009011,163,24,11,35,130,16,3,9,2,47
S01009012,107,27,9,23,97,15,1,7,6,54
S01009013,178,21,9,36,116,15,0,10,4,43
S01009014,91,48,32,18,7,0,0,7,17,65
S01009015,92,17,26,54,15,2,1,5,25,86
S01009016,71,9,18,18,16,5,24,12,13,58
S01009017,78,22,24,12,12,24,24,0,18,61
S01009018,132,15,18,42,70,27,5,3,13,67
S01009019,71,15,29,39,11,2,3,0,8,53
S01009020,111,90,44,35,48,7,4,0,17,87
S01009021,120,9,16,27,74,33,7,4,14,62
S01009022,132,29,19,45,68,18,10,2,25,79
S01009023,145,24,11,46,46,2,4,24,27,77
S01009024,179,61,14,47,15,12,6,26,19,101
S01009025,124,13,5,16,145,35,3,1,6,67
S01009026,112,12,28,138,65,8,8,2,8,88
S01009027,107,10,9,16,22,35,35,6,8,61
S01009028,81,5,3,9,18,77,0,0,7,28
S01009029,86,6,11,12,11,87,0,5,7,45
S01009030,89,8,10,9,51,65,1,1,9,44
S01009031,112,10,3,10,67,81,1,0,5,64
S01009032,78,7,13,3,5,66,32,1,5,65
S01009033,90,17,16,0,5,9,109,3,13,82
S01009034,95,4,2,5,148,7,6,0,12,56
S01009035,126,24,9,198,58,7,0,8,7,74
S01009036,135,4,97,186,7,11,0,5,5,88
S01009037,127,12,171,31,5,5,2,2,14,94
S01009038,141,72,190,7,8,6,3,1,9,69
S01009039,62,78,39,5,4,4,0,2,5,41
S01009040,78,153,19,1,0,4,1,0,9,33
S01009041,124,207,22,6,4,4,0,2,12,75
S01009042,86,62,61,4,3,6,0,1,5,39
S01009043,77,121,27,2,4,5,0,0,7,40
S01009044,84,163,17,4,3,9,0,2,3,57
S01009045,73,119,59,7,2,10,3,1,8,45
S01009046,135,15,250,21,4,8,1,0,7,83
S01009047,99,2,5,134,57,6,2,1,11,65
S01009048,117,3,5,107,77,4,4,1,14,53
S01009049,76,0,0,12,108,1,4,2,3,28
S01009050,118,15,24,84,61,28,23,9,3,71
S01009051,114,20,10,57,59,25,7,9,2,91
S01009052,76,23,15,41,47,13,6,6,2,32
S01009053,72,29,13,52,56,8,10,4,1,53
S01009054,64,19,14,52,47,13,6,3,0,31
S01009055,209,9,33,67,117,65,17,19,6,94
S01009056,62,20,13,32,46,11,8,5,0,45
S01009057,54,26,11,29,41,11,9,2,0,47
S01009058,97,37,14,53,54,27,12,9,1,50
S01009059,135,32,27,44,70,35,18,11,1,75
S01009060,274,37,46,86,169,85,45,18,2,109
S01009061,99,23,24,60,62,23,12,6,3,72
S01009062,57,35,23,35,42,11,6,2,0,43
S01009063,88,29,14,45,76,21,10,8,4,49
S01009064,79,10,25,30,43,17,7,3,4,39
S01009065,71,27,16,39,36,16,7,5,2,45
S01009066,106,35,19,34,42,23,6,4,1,45
S01009067,154,18,33,75,76,42,22,13,5,77
S01009068,122,6,38,75,59,25,8,7,2,67
S01009069,95,7,20,31,63,28,11,9,2,45
S01009070,80,8,24,42,51,19,11,5,3,40
S01009071,60,1,17,35,36,10,6,3,3,34
S01009072,71,2,18,29,46,20,9,3,2,43
S01009073,81,19,28,45,55,23,4,10,2,70
S01009074,69,25,26,49,61,14,7,8,2,57
S01009075,67,12,5,37,40,13,1,4,3,31
S01009076,136,27,21,53,87,46,13,16,6,69
S01009077,64,9,21,46,39,22,8,3,4,45
S01009078,158,11,26,49,75,40,14,18,6,49
S01009079,96,24,32,57,44,19,6,2,3,51
S01009080,107,32,47,58,55,27,15,10,0,60
S01009081,87,18,45,30,43,17,6,6,1,32
S01009082,157,37,72,125,80,35,20,5,8,94
S01009083,98,22,26,73,42,20,12,10,2,52
S01009084,154,16,49,65,56,30,25,10,6,62
S01009085,132,14,20,77,77,44,27,8,2,88
S01009086,86,20,20,51,51,15,4,5,2,48
S01009087,61,18,22,48,42,13,3,2,1,46
S01009088,163,36,42,89,40,18,29,12,7,59
S01009089,154,12,44,69,45,22,37,16,4,55
S01009090,454,42,106,201,132,64,75,50,7,139
S01009091,147,28,34,75,24,23,30,18,3,61
S01009092,184,70,60,62,54,35,31,7,6,94
S01009093,122,45,38,39,31,20,8,7,3,45
S01009094,104,18,45,19,23,9,18,3,2,37
S01009095,166,40,66,36,37,17,23,15,3,64
S01009096,185,43,44,28,39,23,40,17,8,51
S01009097,154,39,40,56,43,18,31,13,3,42
S01009098,85,11,37,27,13,8,17,3,1,19
S01009099,98,31,49,45,24,13,12,4,1,39
S01009100,95,43,55,39,23,13,16,7,3,68
S01009101,98,47,83,44,35,13,9,2,1,66
S01009102,94,28,79,34,27,22,14,4,1,68
S01009103,64,10,41,23,24,6,12,5,0,23
S01009104,85,28,65,35,15,14,13,2,1,42
S01009105,114,33,74,38,32,20,13,11,4,48
S01009106,83,20,56,32,25,13,7,5,2,31
S01009107,129,14,81,29,33,11,15,4,0,57
S01009108,93,14,66,46,28,9,17,5,0,36
S01009109,91,0,53,32,18,17,19,2,7,35
S01009110,70,16,54,45,20,4,8,2,1,31
S01009111,146,21,81,37,32,11,25,7,3,69
S01009112,88,8,39,29,20,10,11,6,2,32
S01009113,114,18,98,18,33,20,19,7,1,48
S01009114,123,16,126,23,38,16,10,2,1,67
S01009115,74,18,77,19,22,10,14,8,0,31
S01009116,53,8,51,18,17,8,7,3,1,22
S01009117,105,8,106,24,32,23,16,4,1,60
S01009118,109,6,67,28,34,16,20,6,5,42
S01009119,75,22,91,25,28,17,6,5,2,59
S01009120,66,8,94,10,23,11,8,4,0,57
S01009121,85,47,62,24,35,20,13,4,3,48
S01009122,577,22,171,269,147,103,107,43,16,222
S01009123,104,4,2,72,22,19,13,6,4,39
S01009124,65,16,0,68,32,9,11,7,6,43
S01009125,60,8,7,65,26,14,11,3,2,32
S01009126,43,24,54,19,16,6,5,0,4,52
S01009127,61,27,73,20,20,12,7,4,2,38
S01009128,60,27,66,25,18,10,11,0,4,42
S01009129,56,21,46,15,19,3,12,0,0,31
S01009130,74,28,61,20,28,13,11,0,3,49
S01009131,66,33,56,10,19,9,9,6,0,34
S01009132,123,15,94,23,41,13,24,4,2,65
S01009133,83,39,46,29,30,12,15,3,4,56
S01009134,117,45,80,20,35,20,30,4,3,63
S01009135,121,28,54,24,39,16,18,3,3,49
S01009136,123,20,65,18,36,13,18,8,4,42
S01009137,170,14,80,45,36,16,25,10,8,77
S01009138,145,69,44,18,31,25,45,6,3,51
S01009139,69,35,21,18,33,12,13,2,3,38
S01009140,105,48,47,13,22,21,15,4,2,38
S01009141,133,55,56,15,41,12,17,7,4,65
S01009142,115,68,51,19,25,21,11,6,0,73
S01009143,43,38,29,10,24,7,13,0,2,47
S01009144,182,47,113,37,55,34,51,8,7,79
S01009145,129,79,70,33,30,18,26,4,3,72
S01009146,132,65,64,23,28,9,14,1,0,61
S01009147,80,41,49,12,24,10,8,2,2,47
S01009148,70,37,80,20,32,12,12,4,2,39
S01009149,114,36,60,29,46,19,20,0,0,53
S01009150,28,15,12,7,7,2,1,1,0,17
S01009151,123,31,37,43,36,7,29,7,3,47
S01009152,77,40,32,23,29,8,13,4,3,44
S01009153,86,30,32,23,18,11,17,4,1,30
S01009154,167,49,41,34,52,21,41,12,12,55
S01009155,93,23,22,22,23,8,21,2,0,21
S01009156,121,23,29,24,22,13,34,4,4,24
S01009157,137,27,75,37,30,9,19,0,1,63
S01009158,70,30,45,28,18,11,15,1,2,35
S01009159,35,16,37,25,9,4,8,0,0,35
S01009160,76,18,62,28,21,8,11,3,2,41
S01009161,65,23,49,22,36,12,13,5,0,47
S01009162,97,22,62,30,27,12,15,2,1,43
S01009163,75,26,33,13,25,4,13,4,4,22
S01009164,88,30,89,42,27,17,18,8,3,53
S01009165,77,24,58,36,31,10,19,4,4,55
